a_lot,device,device_group,department,package,bond_wire,ship_package,uk_input,final_test_input,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,ship_package,die_size_code,transistor_type
529656,ZXMS6004FF,SVMOS,SMD,SOT23F,AU,TA,93522.0,89665,65.0,57.0,89543,0.9986393799141248,2019-12-23,TA,C   ,
529655,ZXMS6004FFQ,SVMOS,SMD,SOT23F,AU,TA,92979.0,92622,431.0,630.0,91561,0.9885448381594005,2019-12-20,TA,C   ,
529607,ZXTP25020CFH,SS6,SMD,LFSOT23,AU,TA,190349.0,188536,1225.0,687.0,186624,0.9898587007255909,2020-01-09,TA,B   ,
529606,ZXCT1008QF,IC,SMD,LFSOT23,AU,TC,194436.0,193450,418.0,22000.0,171032,0.8841147583354872,2019-12-04,TC,B,
529605,ZR431F,IC,SMD,LFSOT23,AU,TA,101940.0,101430,222.0,133.0,101075,0.9965000492950804,2019-12-11,TA,B   ,
529604,ZMR500F,IC,SMD,LFSOT23,AU,TA,19641.0,19539,7.0,95.0,19437,0.994779671426378,2019-12-06,TA,B   ,
529603,ZHT431F01,IC,SMD,LFSOT23,AU,TA,19175.0,18243,50.0,1.0,18192,0.9972044071698734,2019-12-11,TA,B   ,
529602,ZXRE4041DF,IC,SMD,SOT23,AU,TA,38268.0,38097,12.0,2.0,38083,0.9996325169960889,2019-12-06,TA,B   ,
529601,ZXRE4041CF,IC,SMD,SOT23,AU,TA,17762.0,17471,2.0,2.0,17467,0.9997710491671914,2019-12-06,TA,B   ,
529600,ZXRE125FF,IC,SMD,SOT23,AU,TA,20518.0,20000,7.0,107.0,19886,0.9943,2019-12-02,TA,B   ,
529599,ZXRE125EF,IC,SMD,SOT23,AU,TA,61759.0,60854,25.0,320.0,60509,0.9943306931343873,2019-12-02,TA,B   ,
529598,ZXRE125DF,IC,SMD,SOT23,AU,TA,20659.0,20860,5.0,665.0,20190,0.9678811121764141,2019-12-02,TA,B   ,
529597,ZXRE125CF,IC,SMD,SOT23,AU,TA,73322.0,73440,9.0,368.0,73063,0.9948665577342048,2019-12-02,TA,B   ,
529596,ZXRE1004EF,IC,SMD,SOT23,AU,TA,41313.0,41080,1.0,1.0,41078,0.9999513145082766,2019-11-29,TA,B   ,
529595,ZXRE1004DF,IC,SMD,SOT23,AU,TA,20644.0,20428,3.0,2.0,20423,0.9997552379087526,2019-11-28,TA,B   ,
529594,ZXMP10A13FQ,UMOS,SMD,SOT23,AU,TA,134840.0,133925,108.0,185.0,133632,0.9978122083255554,2019-12-12,TA,B   ,pMOSe
529593,ZRC330F01,IC,SMD,SOT23,AU,TA,83762.0,83621,453.0,90.0,83078,0.9935064158524772,2019-12-10,TA,B   ,
529592,ZRC250F02,IC,SMD,SOT23,AU,TA,41954.0,41832,132.0,54.0,41646,0.9955536431440046,2019-12-09,TA,B   ,
529591,ZRB500F01,IC,SMD,SOT23,AU,TA,120644.0,120310,163.0,120.0,120027,0.9976477433297315,2019-12-04,TA,B   ,
529590,ZR40401F25,IC,SMD,SOT23,AU,TA,40776.0,38910,241.0,70.0,38599,0.9920071960935493,2019-12-06,TA,B   ,
529588,FMMT723,ST,SMD,SOT23,CU,TA,115219.0,108411,3957.0,1454.0,103000,0.9500880906919039,2019-12-10,TA,B   ,pnp
529586,FMMT634,ST,SMD,SOT23,CU,TA,124683.0,123873,2419.0,1278.0,120176,0.9701549167292307,2019-12-06,TA,B   ,npn
529585,FMMT625,ST,SMD,SOT23,CU,TA,113564.0,113360,996.0,145.0,112219,0.9899347212420607,2019-12-09,TA,B   ,npn
529584,FMMT624,ST,SMD,SOT23,CU,TA,200448.0,199520,2983.0,1185.0,195352,0.9791098636728147,2019-12-04,TA,B   ,npn
529583,FMMT620,ST,SMD,SOT23,CU,TA,110019.0,108780,2851.0,572.0,105357,0.9685328185328186,2019-12-04,TA,B   ,npn
529582,FMMT619,ST,SMD,SOT23,CU,TA,153744.0,152920,661.0,1114.0,151145,0.9883926235940361,2019-12-05,TA,B   ,npn
529581,FMMT619,ST,SMD,SOT23,CU,TA,153613.0,152020,1263.0,1439.0,149318,0.9822260228917248,2019-12-05,TA,B   ,npn
529580,FMMT619,ST,SMD,SOT23,CU,TA,171958.0,171232,2296.0,1886.0,167050,0.9755769949542141,2019-12-02,TA,B   ,npn
529579,FMMT493Q,HT,SMD,SOT23,AU,TA,162427.0,162125,396.0,149.0,161580,0.9966383962991519,2019-12-16,TA,A   ,npn
529578,FMMT493Q,HT,SMD,SOT23,AU,TA,129888.0,129645,172.0,74.0,129399,0.9981025107023025,2019-12-11,TA,A   ,npn
529573,ZVN4210A,MOSFET-M,SMD,ELineX (STZ),AU,STZ,73584.0,73248,495.0,689.0,72064,0.9838357361293141,2020-01-24,STZ,C   ,n-Kanal
529572,ZTX651,MT,SMD,ELineX (Schüttgut),AU,Schüttgut,52389.0,51296,562.0,1243.0,49491,0.9648120711166562,2020-01-22,Schüttgut,C   ,npn
528965,ZXTN19100CG,HT,SMD,SOT223,PD,TA,39936.0,39880,68.0,160.0,39652,0.9942828485456369,2019-12-03,TA,C   ,
528964,ZVP2110G,MOSFET-M,SMD,SOT223,CU,TA,26928.0,26843,273.0,625.0,25945,0.9665462131654435,2019-12-09,TA,C   ,pMOSe
528963,ZVNL120G,MOSFET-M,SMD,SOT223,CU,TA,40299.0,40126,381.0,140.0,39605,0.987015899915267,2019-11-27,TA,C   ,nMOSe
528962,FZT792A,MT,SMD,SOT223,CU,TA,102714.0,102528,616.0,201.0,101711,0.9920314450686641,2019-12-03,TA,C   ,pnp
528961,FZT753,MT,SMD,SOT223,CU,TA,104423.0,103514,204.0,469.0,102841,0.9934984639758874,2019-11-28,TA,C   ,pnp
528960,FZT749,MT,SMD,SOT223,CU,TA,51612.0,51408,1185.0,309.0,49914,0.97093837535014,2019-12-03,TA,C   ,pnp
528959,FZT653,MT,SMD,SOT223,CU,TA,243623.0,243351,4087.0,2741.0,236523,0.9719417631322658,2019-12-10,TA,C   ,npn
528958,ZXMP10A13F,UMOS,SMD,SOT23,CU,TA,156426.0,155622,133.0,368.0,155121,0.996780660832016,2019-11-29,TA,B   ,pMOSe
527688,ZXTP19020DG,HT,SMD,SOT223,PD,TA,21838.0,21713,25.0,605.0,21083,0.9709851241191912,2019-12-03,TA,C,
527687,ZXTN19020DG,HT,SMD,SOT223,PD,TA,70606.0,77123,601.0,77.0,76445,0.9912088482035191,2019-12-04,TA,C   ,
527686,ZXMP4A16G,UMOS,SMD,SOT223,CU,TA,106051.0,105524,22.0,1360.0,104142,0.9869034532428642,2019-12-04,TA,E   ,pMOSe
527685,ZX5T851G-36,HT,SMD,SOT223,AU,TC,126608.0,126196,123.0,648.0,125425,0.9938904561158832,2019-12-19,TC,D   ,
527684,ZVP0545G,MOSFET-M,SMD,SOT223,AU,TA,51672.0,51237,14.0,64.0,51159,0.9984776626266175,2019-12-06,TA,C   ,pMOSe
527683,ZVN4525G,MOSFET-M,SMD,SOT223,CU,TA,99792.0,99292,2481.0,1497.0,95314,0.9599363493534222,2019-12-03,TA,C   ,
527682,ZVN4210G,MOSFET-M,SMD,SOT223,CU,TA,39794.0,39744,260.0,30.0,39454,0.9927033011272142,2019-12-03,TA,C   ,nMOSe
527679,ZVN4206G,MOSFET-M,SMD,SOT223,CU,TC,53472.0,53423,1541.0,781.0,51101,0.9565355745652622,2019-12-05,TC,C   ,nMOSe
527678,ZVN2106G,MOSFET-M,SMD,SOT223,CU,TA,161568.0,154447,2082.0,2014.0,150351,0.9734795755178152,2019-11-26,TA,C   ,nMOSe
527677,ZVN2106G,MOSFET-M,SMD,SOT223,CU,TA,161568.0,160667,1225.0,3657.0,155785,0.9696141709249566,2019-11-26,TA,C   ,nMOSe
527676,ZSR500G,IC,SMD,SOT223,AU,TA,72190.0,71981,328.0,40.0,71613,0.9948875397674386,2019-11-29,TA,D   ,
527675,ZSR330G,IC,SMD,SOT223,AU,TA,115468.0,115198,560.0,153.0,114485,0.9938106564350075,2019-11-28,TA,D   ,
527674,ZR431G,IC,SMD,SOT223,AU,TA,40776.0,37139,341.0,56.0,36742,0.9893104283906405,2019-12-06,TA,B   ,
527673,FZT851,HT,SMD,SOT223,CU,TA,104028.0,100718,3387.0,791.0,96540,0.9585178418951925,2019-12-06,TA,E   ,npn
527672,FZT651,MT,SMD,SOT223,CU,TA,104912.0,104212,1234.0,417.0,102561,0.9841572947453269,2019-12-11,TA,C   ,npn
527671,FZT1047A,HT,SMD,SOT223,CU,TA,97991.0,97263,1770.0,595.0,94898,0.9756844843362841,2019-12-04,TA,D   ,npn
527670,BSP75N,SVMOS,SMD,SOT223,AU,TA,136433.0,135780,6041.0,962.0,128777,0.9484239210487554,2019-12-03,TA,E   ,
527669,BSP75N,SVMOS,SMD,SOT223,AU,TA,120493.0,117816,654.0,365.0,116797,0.9913509200787669,2019-11-25,TA,E   ,
527668,BSP75N,SVMOS,SMD,SOT223,AU,TA,27662.0,27646,57.0,93.0,27496,0.9945742602908196,2019-11-22,TA,E   ,
527667,BSP75NQ,SVMOS,SMD,SOT223,AU,TA,80709.0,80425,606.0,690.0,79129,0.9838856077090457,2019-11-22,TA,E   ,
527664,ZLDO500T8,1LT/1IC,SMD,SM8,AU,TA,17478.0,17095,13656.0,254.0,3185,0.18631178707224336,2019-12-05,TA,D   ,
527663,ZLDO330T8,1LT/1IC,SMD,SM8,AU,TA,26604.0,26419,790.0,231.0,25398,0.9613535712933874,2019-12-04,TA,D   ,"BF,SC,VI,nc,VO,"
527662,ZHB6718,4LT,SMD,SM8,AU,TA,87892.0,89019,1407.0,717.0,86895,0.9761399251845112,2019-12-12,TA,B   ,2pnp-2npn
527661,ZHB6718,4LT,SMD,SM8,AU,TA,86315.0,87862,1542.0,2094.0,84226,0.9586169219913045,2019-12-10,TA,B   ,2pnp-2npn
527660,ZDT749,2MT,SMD,SM8,CU,TC,127844.0,127545,3650.0,1568.0,122327,0.9590889489983927,2019-12-16,TC,C   ,2pnp
527659,ZDT749,2MT,SMD,SM8,CU,TC,121134.0,120528,1310.0,987.0,118231,0.9809421877074207,2019-12-13,TC,C   ,2pnp
527658,ZDT694Q,2MT,SMD,SM8,AU,TA,103606.0,102502,1334.0,481.0,100687,0.9822930284287136,2019-12-20,TA,C   ,2npn
527657,ZDT6790,2MT,SMD,SM8,CU,TC,116351.0,116033,990.0,1224.0,113819,0.980919221256022,2019-11-25,TC,C   ,pnp-npn
527656,ZVN4210A,MOSFET-M,SMD,ELineX (STZ),AU,STZ,25463.0,25310,36.0,18.0,25256,0.9978664559462663,2020-02-04,STZ,C   ,n-Kanal
527655,ZVN4206AV,MOSFET-M,SMD,ELineX (Schüttgut),AU,Schüttgut,13300.0,13242,2.0,16.0,13224,0.9986406887177164,2019-12-18,Schüttgut,C   ,n-Kanal
527654,ZTX653,MT,SMD,ELineX (Schüttgut),AU,Schüttgut,26207.0,26048,165.0,132.0,25751,0.988597972972973,2019-12-17,Schüttgut,C   ,npn
527618,ZTX457,LT,SMD,ELineX (STZ),AU,STZ,32417.0,32186,30.0,85.0,32071,0.9964270179581184,2020-01-28,STZ,A   ,npn
527606,ZXTP25140BFH,SS6,SMD,LFSOT23,AU,TA,46474.0,46261,332.0,299.0,45630,0.9863600008646592,2020-01-17,TA,B   ,
527603,ZXTP25040DFH,SS6,SMD,LFSOT23,AU,TA,90832.0,86618,1371.0,787.0,84460,0.9750860098362927,2020-01-06,TA,B   ,
527600,ZXTP25020CFH,SS6,SMD,LFSOT23,AU,TA,80432.0,79853,635.0,297.0,78921,0.9883285537174559,2020-01-08,TA,B   ,
527599,ZXTP2029F,SS6,SMD,LFSOT23,AU,TA,50925.0,50515,1390.0,927.0,48198,0.9541324359101258,2019-12-27,TA,D   ,
527598,ZXTN25060BFH,SS6,SMD,LFSOT23,AU,TA,41510.0,40334,167.0,154.0,40013,0.9920414538602668,2020-01-03,TA,B   ,
527597,ZXTN25040DFH,SS6,SMD,LFSOT23,AU,TA,45523.0,45075,263.0,136.0,44676,0.9911480865224626,2019-12-09,TA,B   ,
527596,ZXCT1009QF,IC,SMD,LFSOT23,AU,TA,32728.0,30463,322.0,4967.0,25174,0.8263795423956931,2019-12-04,TA,B   ,
527595,ZXCT1008QF,IC,SMD,LFSOT23,AU,TC,59392.0,54960,384.0,1757.0,52819,0.9610443959243086,2019-12-02,TC,B,
527594,ZMR500F,IC,SMD,LFSOT23,AU,TA,60350.0,60094,16.0,366.0,59712,0.9936432921755916,2019-11-29,TA,B   ,
527593,ZMR500F,IC,SMD,LFSOT23,AU,TA,163104.0,161256,278.0,3171.0,157807,0.9786116485588133,2019-12-02,TA,B   ,
527592,ZXMP10A13F,UMOS,SMD,SOT23,CU,TA,156388.0,155620,150.0,316.0,155154,0.9970055262819689,2019-11-27,TA,B   ,pMOSe
527591,ZXMP10A13F,UMOS,SMD,SOT23,CU,TA,154926.0,153079,116.0,315.0,152648,0.9971844603113426,2019-11-25,TA,B   ,pMOSe
527590,ZXMP10A13F,UMOS,SMD,SOT23,CU,TA,194074.0,192900,218.0,350.0,192332,0.9970554691550025,2019-11-22,TA,B   ,pMOSe
527589,ZXMP10A13FQ,UMOS,SMD,SOT23,AU,TA,134080.0,133679,48.0,140.0,133491,0.9985936459728155,2019-12-06,TA,B   ,pMOSe
527588,ZXMP10A13FQ,UMOS,SMD,SOT23,AU,TA,152347.0,151712,63.0,157.0,151492,0.9985498839907193,2019-12-05,TA,B   ,pMOSe
527587,FMMT734,ST,SMD,SOT23,CU,TA,125856.0,125479,1969.0,695.0,122815,0.9787693558284654,2019-11-28,TA,B   ,pnp
527586,FMMT619,ST,SMD,SOT23,CU,TA,133327.0,132240,672.0,742.0,130826,0.9893073200241984,2019-12-03,TA,B   ,npn
527585,FMMT619,ST,SMD,SOT23,CU,TA,132655.0,129659,648.0,1864.0,127147,0.9806261038570404,2019-12-02,TA,B   ,npn
527584,FMMT596,HT,SMD,SOT23,CU,TA,64748.0,60324,106.0,393.0,59825,0.9917280021218752,2019-12-02,TA,A   ,pnp
527583,FMMT560,VT,SMD,SOT23,AU,TA,99722.0,98900,1914.0,24.0,96962,0.9804044489383216,2019-12-09,TA,B   ,pnp
527582,FMMT560Q,VT,SMD,SOT23,AU,TA,59879.0,58890,82.0,55.0,58753,0.9976736287994566,2019-11-25,TA,B   ,pnp
527581,FMMT493Q,HT,SMD,SOT23,AU,TA,64745.0,64551,10.0,51.0,64490,0.9990550107666806,2019-12-11,TA,A   ,npn
527580,FMMT459Q,VT,SMD,SOT23,AU,TA,20197.0,20060,40.0,23.0,19997,0.9968594217347956,2019-12-11,TA,B   ,npn
527577,ZXTP19020DFF,MT,SMD,SOT23F,AU,TA,36026.0,35330,214.0,108.0,35008,0.9908859326351542,2019-12-10,TA,C   ,pnp
527575,ZXTP07040DFF,MT,SMD,SOT23F,CU,TA,52456.0,51491,2040.0,73.0,49378,0.9589637023945933,2019-12-09,TA,C   ,
527574,ZXTN19100CFF,MT,SMD,SOT23F,CU,TA,206583.0,204918,514.0,50.0,204354,0.9972476795596287,2019-12-18,TA,C   ,
527573,ZXTN19060CFF,MT,SMD,SOT23F,CU,TA,133120.0,129525,46911.0,531.0,82083,0.6337232194557035,2019-12-06,TA,C   ,npn
527572,ZXTN08400BFF,MT,SMD,SOT23F,CU,TA,56960.0,56500,11.0,25.0,56464,0.9993628318584071,2019-12-27,TA,C   ,npn
527571,ZTL432AFF,IC,SMD,SOT23F,CU,TA,81965.0,79233,1013.0,84.0,78136,0.986154758749511,2019-12-12,TA,A   ,
527570,ZTL431BFF,IC,SMD,SOT23F,CU,TA,78591.0,76349,10456.0,1997.0,63896,0.8368937379664436,2019-12-11,TA,A   ,
526965,FMMT722,ST,SMD,SOT23,CU,TA,188580.0,187358,1871.0,1164.0,184323,0.983801065340151,2019-11-26,TA,B   ,pnp
526964,FMMT722,ST,SMD,SOT23,CU,TA,170200.0,169888,927.0,1091.0,167870,0.9881215859860614,2019-11-25,TA,B   ,pnp
526963,FMMT614-7-55,HT,SMD,SOT23,AU,TA,139136.0,138472,241.0,35.0,138196,0.9980068172626957,2019-12-03,TA,B   ,npn
526962,FMMT614-7-55,HT,SMD,SOT23,AU,TA,113622.0,112509,186.0,22.0,112301,0.9981512590103903,2019-11-29,TA,B   ,npn
526961,FMMT614-7-55,HT,SMD,SOT23,AU,TA,171954.0,171628,429.0,40.0,171159,0.9972673456545552,2019-11-29,TA,B   ,npn
526960,FMMT614-7-55,HT,SMD,SOT23,AU,TA,142780.0,142582,319.0,28.0,142235,0.9975663127182954,2019-11-27,TA,B   ,npn
526959,ZXMS6004FF,SVMOS,SMD,SOT23F,AU,TA,106137.0,105918,1848.0,85.0,103985,0.9817500330444306,2019-12-20,TA,C   ,
526958,ZXMS6004FFQ,SVMOS,SMD,SOT23F,AU,TA,107135.0,107135,3346.0,103.0,103686,0.9678069725113175,2019-12-19,TA,C   ,
525789,ZXMS6004SG,SVMOS,SMD,SOT223,AU,TA,52640.0,51283,1103.0,581.0,49599,0.9671626074917614,2019-11-29,TA,C   ,
525788,ZXMS6004SGQ,SVMOS,SMD,SOT223,AU,TA,67345.0,66584,2321.0,89.0,64174,0.96380511834675,2019-11-28,TA,C   ,
525787,ZXMS6004DG,SVMOS,SMD,SOT223,AU,TA,66889.0,66683,687.0,156.0,65840,0.9873580972661697,2019-11-29,TA,C   ,
525786,ZXMP7A17G,UMOS,SMD,SOT223,AU,TA,83570.0,82953,88.0,441.0,82424,0.9936228948922884,2019-11-26,TA,E   ,
525785,ZXMP7A17GQ,UMOS,SMD,SOT223,AU,TC,105297.0,104526,69.0,504.0,103953,0.9945181103266173,2019-11-22,TC,E   ,
525784,ZXMP7A17GQ,UMOS,SMD,SOT223,AU,TA,101455.0,101093,1047.0,130.0,99916,0.9883572552006569,2019-11-25,TA,E   ,
525783,ZXMP6A17G,UMOS,SMD,SOT223,CU,TA,117896.0,117049,1608.0,2401.0,113040,0.9657493870088595,2019-11-21,TA,E   ,pMOSe
525782,ZXMP6A17G,UMOS,SMD,SOT223,CU,TA,152201.0,151548,137.0,1615.0,149796,0.9884393063583815,2019-11-19,TA,E   ,pMOSe
525781,ZXMP6A13G,UMOS,SMD,SOT223,AU,TA,116600.0,116047,870.0,380.0,114797,0.9892285022447801,2019-12-17,TA,B,pMOSe
525780,ZXMP6A13G,UMOS,SMD,SOT223,AU,TA,134134.0,132455,306.0,774.0,131375,0.9918462874183686,2019-12-19,TA,B,pMOSe
525779,ZXMN7A11GQ,UMOS,SMD,SOT223,AU,TA,111724.0,111559,76.0,221.0,111262,0.9973377316039047,2019-12-09,TA,C   ,
525778,ZXMN10A11G,UMOS,SMD,SOT223,CU,TA,150965.0,150293,896.0,731.0,148666,0.9891744791839939,2019-11-18,TA,C   ,nMOSe
525777,ZVNL120G,MOSFET-M,SMD,SOT223,CU,TA,75932.0,75833,1275.0,80.0,74478,0.9821317895902839,2019-11-27,TA,C   ,nMOSe
525776,ZVN4424G,MOSFET-H,SMD,SOT223,CU,TA,124544.0,125136,2004.0,1647.0,121485,0.9708237437667817,2019-12-02,TA,D   ,nMOSe
525775,FZT956,HT,SMD,SOT223,CU,TA,40786.0,40606,449.0,544.0,39613,0.9755454858887849,2019-12-03,TA,E   ,pnp
525774,FZT857Q,HT,SMD,SOT223,AU,TA,124119.0,123427,1679.0,639.0,121109,0.9812196683059622,2019-12-03,TA,E   ,npn
525773,FZT690B,MT,SMD,SOT223,CU,TA,145307.0,145001,1541.0,2191.0,141269,0.9742622464672658,2019-11-27,TA,C   ,npn
525772,FZT653,MT,SMD,SOT223,CU,TA,155499.0,155785,535.0,1411.0,153839,0.9875084250730173,2019-11-20,TA,C   ,npn
525771,FZT560,VT,SMD,SOT223,AU,TA,119382.0,119075,3462.0,704.0,114909,0.9650136468612219,2019-12-04,TA,B   ,pnp
525769,FZT1048A,HT,SMD,SOT223,CU,TA,128580.0,127783,874.0,813.0,126096,0.9867979308671733,2019-11-22,TA,D   ,npn
525735,ZXTN25100DFH,SS6,SMD,LFSOT23,AU,TA,135083.0,184224,473.0,238.0,183513,0.9961405680041688,2019-11-25,TA,B   ,
525734,ZXTN25100BFH,SS6,SMD,LFSOT23,AU,TA,205120.0,201254,10729.0,217.0,190308,0.9456110189114254,2019-11-28,TA,B   ,
525733,ZXTN2020F,SS6,SMD,LFSOT23,AU,TA,155170.0,143919,11693.0,614.0,131612,0.9144866209465047,2019-12-04,TA,D   ,
525732,ZTLV431AF,IC,SMD,LFSOT23,AU,TA,39111.0,38440,3110.0,126.0,35204,0.9158168574401665,2019-11-26,TA,B   ,
525731,ZR431LF01,IC,SMD,LFSOT23,AU,TA,81552.0,81292,973.0,210.0,80109,0.9854475225114402,2019-11-26,TA,B   ,
525730,ZMR330F,IC,SMD,LFSOT23,AU,TA,179479.0,173150,153.0,1312.0,171685,0.9915391279237655,2019-11-25,TA,B   ,
525729,ZHT431F01,IC,SMD,LFSOT23,AU,TA,20222.0,20146,35.0,709.0,19402,0.9630695919785566,2019-12-04,TA,B   ,
525728,ZXMP3A13F,UMOS,SMD,SOT23,CU,TA,152012.0,151680,742.0,834.0,150104,0.9896097046413502,2019-11-20,TA,B   ,pMOSe
525726,ZXMP3A13F,UMOS,SMD,SOT23,CU,TA,148721.0,147939,463.0,845.0,146631,0.9911585180378399,2019-11-19,TA,B   ,pMOSe
525725,ZXMP10A13F,UMOS,SMD,SOT23,CU,TA,153164.0,152809,144.0,410.0,152255,0.996374559090106,2019-11-20,TA,B   ,pMOSe
525724,ZXMP10A13F,UMOS,SMD,SOT23,CU,TA,153924.0,151304,124.0,415.0,150765,0.9964376354888173,2019-11-19,TA,B   ,pMOSe
525723,ZXMP10A13F,UMOS,SMD,SOT23,CU,TA,149988.0,149627,,204.0,149423,0.9986366097027943,2019-11-18,TA,B   ,pMOSe
525722,ZXM61N02F,HDMOS,SMD,SOT23,AU,TA,200820.0,198119,180.0,1352.0,196587,0.9922672737092354,2019-12-04,TA,B   ,
525721,ZRC500F02,IC,SMD,SOT23,AU,TA,21185.0,20930,117.0,8.0,20805,0.9940277114190158,2019-11-26,TA,B   ,
525720,ZRC500F01,IC,SMD,SOT23,AU,TA,40231.0,40168,43.0,3.0,40122,0.9988548097988449,2019-11-20,TA,F   ,
525719,ZR40402F50,IC,SMD,SOT23,AU,TA,21051.0,20860,16.0,7.0,20837,0.9988974113135187,2019-11-27,TA,B   ,
525718,ZR40402F25,IC,SMD,SOT23,AU,TA,20388.0,20850,134.0,20.0,20696,0.9926139088729017,2019-11-26,TA,B   ,
525717,ZR40401F50,IC,SMD,SOT23,AU,TA,21185.0,21102,162.0,37.0,20903,0.990569614254573,2019-11-26,TA,B   ,
525716,ZR40401F41,IC,SMD,SOT23,AU,TA,53558.0,51879,256.0,13.0,51610,0.9948148576495306,2019-11-20,TA,B   ,
525714,ZR40401F25,IC,SMD,SOT23,AU,TA,39908.0,39780,21.0,1.0,39758,0.9994469582704877,2019-11-18,TA,B   ,
525711,FMMT560,VT,SMD,SOT23,AU,TA,39775.0,39509,166.0,98.0,39245,0.9933179781821864,2019-11-21,TA,B   ,pnp
525708,FMMT558Q,HT,SMD,SOT23,AU,TA,64912.0,64300,66.0,22.0,64212,0.9986314152410576,2019-11-19,TA,A   ,pnp
525707,FMMT495,HT,SMD,SOT23,CU,TC,24953.0,24908,9.0,1.0,24898,0.9995985225630319,2019-11-19,TC,A   ,npn
525706,FMMT495,HT,SMD,SOT23,CU,TA,111896.0,111749,74.0,14.0,111661,0.9992125209174131,2019-11-20,TA,A   ,npn
525705,FMMT493Q,HT,SMD,SOT23,AU,TA,96983.0,96228,97.0,44.0,96087,0.9985347300162115,2019-11-18,TA,A   ,npn
525663,ZTL431AFF,IC,SMD,SOT23F,CU,TA,46620.0,46198,2091.0,18.0,44089,0.9543486731027317,2019-12-11,TA,A   ,
525662,ZTX968,HT,SMD,ELineX (Schüttgut),AU,Schüttgut,22519.0,22152,1721.0,312.0,20119,0.9082249909714698,2020-01-16,Schüttgut,E   ,pnp
525661,ZTX851,HT,SMD,ELineX (Schüttgut),AU,Schüttgut,15450.0,15424,212.0,790.0,14422,0.9350363070539419,2020-01-16,Schüttgut,E   ,npn
525660,ZTX657,MT,SMD,ELineX (STZ),AU,STZ,26186.0,24832,115.0,1410.0,23307,0.938587306701031,2020-01-09,STZ,C   ,npn
525659,ZTX653,MT,SMD,ELineX (STZ),AU,STZ,39195.0,38394,1043.0,469.0,36882,0.960618846694796,2019-12-20,STZ,C   ,npn
524977,FMMT722,ST,SMD,SOT23,CU,TA,132277.0,128960,1096.0,1881.0,125983,0.9769153225806452,2019-11-22,TA,B   ,pnp
524976,FMMT722,ST,SMD,SOT23,CU,TA,132474.0,131732,1886.0,1816.0,128030,0.9718974888409802,2019-11-18,TA,B   ,pnp
524975,FMMT722,ST,SMD,SOT23,CU,TA,148591.0,144900,1608.0,1569.0,141723,0.9780745341614907,2019-11-14,TA,B   ,pnp
524974,ZXRE125FF,IC,SMD,SOT23,AU,TA,41427.0,41310,5.0,1.0,41304,0.9998547567175018,2019-11-18,TA,B   ,
524973,ZXRE125DF,IC,SMD,SOT23,AU,TA,80870.0,80597,9.0,1.0,80587,0.9998759259029493,2019-11-18,TA,B   ,
524972,ZRC330F03,IC,SMD,SOT23,AU,TA,63552.0,63124,615.0,36.0,62473,0.9896869653380648,2019-11-18,TA,B   ,
524971,ZRC330F01,IC,SMD,SOT23,AU,TA,83524.0,83323,210.0,13.0,83100,0.9973236681348487,2019-11-18,TA,B   ,
524970,ZRB500F01,IC,SMD,SOT23,AU,TA,41512.0,40920,241.0,70.0,40609,0.9923998044965787,2019-11-14,TA,B   ,
524969,ZXTP07040DFF,MT,SMD,SOT23F,CU,TA,62531.0,61192,8509.0,170.0,52513,0.8581677343443588,2019-11-29,TA,C   ,
524968,ZXTN19100CFF,MT,SMD,SOT23F,CU,TA,78994.0,78536,329.0,146.0,78061,0.9939518182744219,2019-12-13,TA,C   ,
524967,ZXTN19060CFF,MT,SMD,SOT23F,CU,TA,106496.0,99554,23591.0,500.0,75463,0.758010727846194,2019-11-21,TA,C   ,npn
524965,ZXTN08400BFF,MT,SMD,SOT23F,CU,TA,193107.0,192112,732.0,408.0,190972,0.9940659615224452,2019-12-06,TA,C   ,npn
524964,ZXMS6004FF,SVMOS,SMD,SOT23F,AU,TA,148116.0,147918,3672.0,321.0,143925,0.9730053137549183,2019-11-26,TA,C   ,
524963,ZXMS6004FFQ,SVMOS,SMD,SOT23F,AU,TA,108233.0,108112,3680.0,72.0,104360,0.9652952493710226,2019-11-25,TA,C   ,
524962,ZXMP2120FF,MOSFET,SMD,SOT23F,CU,TA,71794.0,70825,19.0,1684.0,69122,0.9759548182139075,2019-12-02,TA,C   ,
523561,FMMT614-7-55,HT,SMD,SOT23,AU,TA,200167.0,199083,616.0,69.0,198398,0.9965592240422336,2019-11-18,TA,B   ,npn
523560,FMMT614-7-55,HT,SMD,SOT23,AU,TA,199661.0,199107,1055.0,105.0,197947,0.994173986851291,2019-11-15,TA,B   ,npn
523477,ZX5T951G-36,HT,SMD,SOT223,AU,TC,53483.0,53371,400.0,34.0,52937,0.9918682430533435,2019-11-21,TC,D   ,
523476,ZX5T951G,HT,SMD,SOT223,PD,TA,53349.0,50934,1195.0,575.0,49164,0.965249145953587,2019-11-19,TA,D   ,
523475,ZX5T851G-36,HT,SMD,SOT223,AU,TC,184055.0,183143,1048.0,810.0,181285,0.9898549221100451,2019-11-19,TC,D   ,
523474,FZTA14,LT,SMD,SOT223,CU,TA,57564.0,57101,154.0,248.0,56699,0.9929598430850598,2019-11-19,TA,B   ,npn
