,a_lot,ba,device,wafer_info,device_group,package,bond_wire,release,scrapped,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,quality_id,wps,fa,class_name,cause,edit_user,edit_date,create_user,create_date,box_class
546,458687,609749,ZXMP6A17G,9Y01PYLON.6: 5(probed),UMOS,SOT223,AU,False,True,,,0.0,,,707,False,True,Allg. & ZVR.,GD-Kurzschlüsse,martin-krausse,2019-03-01 10:37:05.200,martin-krausse,2019-02-27 07:55:48.003,       117: Grenzwert;        117: IGSS@27V;        117: Kelvin;        117: Totalausfall;        117: Vision
547,454619,607755,FMMT415,9Y01EXULT.5: 3(probed),HT,SOT23,AU,False,False,,,0.0,,,706,True,False,Ausbeute,,christoph-siebert,2019-02-25 08:25:00.817,christoph-siebert,2019-02-22 10:44:28.050,        72: FMMT415;         72: Grenzwert;         72: Totalausfall
548,457254,609515,ZXMN3B14F,9Y04RETCH.4: 23(unprobed),UMOS,LFSOT23,AU,False,False,11766.0,12936.0,224642.0,0.900932045687885,2019-02-25 00:00:00.000,705,True,True,Ausbeute,IDSS/VGSth,martin-krausse,2019-04-25 10:05:05.077,christoph-siebert,2019-02-21 08:08:16.500,        77: Ausfall Gurter;        117: Blown on Test;        117: Grenzwert;        117: Totalausfall
549,457158,609518,FZT458Q,9X13AMIGO.11: 2(probed),LT,SOT223,AU,True,False,6564.0,142.0,53828.0,0.8892192817259722,2019-02-22 00:00:00.000,704,False,False,Ausbeute,,martin-krausse,2019-02-21 08:05:18.710,christoph-siebert,2019-02-21 08:03:02.257,       111: Totalausfall;        111: Vision;        114: Grenzwert;        115: Grenzwert
550,455606,608447,ZVN4306GV,9Y03POSTS.6: 10(unprobed); 9Y03POSTS.5: 2(probed),MOSFET-H,SOT223,AU,False,True,,,0.0,,,703,True,False,Ausbeute,RDSon,martin-krausse,2019-02-28 10:41:13.183,martin-krausse,2019-02-19 11:58:52.080,
551,456671,609206,ZXMN6A25G,9Y01RAILS.5: 8(ringprobed); 9Y03INLAW.5: 1(unprobed),UMOS,SOT223,CU,False,True,13321.0,5650.0,20559.0,0.5200860106248419,,702,False,True,Ausbeute,IDSS - weiche Kennlinie,ingo-hoerselmann,2019-06-13 14:05:08.207,martin-krausse,2019-02-19 11:40:01.520,
552,456695,609215,ZXMN2A01F,9W47CLUCK.5: 2(unprobed),UMOS,SOT23,CU,True,False,450.0,1754.0,34270.0,0.939573394746943,2019-02-19 00:00:00.000,701,False,True,Ausbeute,,martin-krausse,2019-02-18 16:13:02.033,ingo-hoerselmann,2019-02-18 10:54:50.690,       117: Grenzwert;        117: Totalausfall;        117: Vision
553,456150,608854,ZX5T955G,9Y02WETLY.5: 22(unprobed),HT,SOT223,PD,True,False,4059.0,2804.0,189091.0,0.9649764740704451,2019-02-18 00:00:00.000,700,False,False,Q-Fehler,,ingo-hoerselmann,2019-02-18 09:31:52.047,ingo-hoerselmann,2019-02-18 09:30:50.663,       111: Ausfall Gurter;        111: Vision;        402: Datalog;        409: Grenzwert;        409: Totalausfall;        410: Datalog
554,455088,608017,BSP75N,9Y02FISHY.6: 19(ringprobed); 9Y02FISHY.7: 4(unprobed),SVMOS,SOT223,AU,True,False,6983.0,1086.0,117475.0,0.9357277129930542,2019-02-18 00:00:00.000,699,False,False,Q-Fehler,lose Wedge,ingo-hoerselmann,2019-02-15 11:06:13.313,ingo-hoerselmann,2019-02-14 10:48:10.277,       409: Grenzwert;        409: Totalausfall
555,456134,608839,BSP75G,9Y08MANED.6: 14(unprobed),SVMOS,SOT223,AU,True,False,892.0,3913.0,72245.0,0.9376378974691758,2019-02-14 00:00:00.000,698,False,False,Ausbeute,,ingo-hoerselmann,2019-02-13 10:31:51.903,ingo-hoerselmann,2019-02-13 10:29:33.320,       115: Grenzwert;        115: Vision;        411: Totalausfall
556,456706,609225,ZXMN3A14F,9Y02SKULK.4: 4(probed); 9Y02SKULK.5: 9(unprobed),UMOS,LFSOT23,AU,True,False,5393.0,5385.0,126640.0,0.921567771325445,2019-02-18 00:00:00.000,696,False,False,Q-Fehler,,ingo-hoerselmann,2019-02-13 10:24:16.833,ingo-hoerselmann,2019-02-13 10:21:49.980,        73: Blown on Test;         73: Grenzwert;         73: Totalausfall;        117: Ausfall Gurter
557,457157,609517,BSP75N,9Y06GLACE.5: 1(probed); 9Y06GLACE.6: 10(ringprobed); 9Y06GLACE.7: 13(unprobed),SVMOS,SOT223,AU,True,False,111.0,607.0,121375.0,0.9941192369750927,2019-02-25 00:00:00.000,695,False,False,Q-Fehler,falsches Trägerband,martin-krausse,2019-02-14 12:26:38.027,ingo-hoerselmann,2019-02-12 14:46:34.447,       111: Grenzwert;        111: Vision;        164: Totalausfall
558,455533,608418,ZXMS6004FFQ,9Y01BOOKS.5: 6(probed),SVMOS,SOT23F,AU,True,False,21915.0,243.0,54727.0,0.711803342654614,2019-02-18 00:00:00.000,694,True,False,Prozessfehler,,Xiao-Liu,2019-02-11 10:10:49.707,ingo-hoerselmann,2019-02-11 10:07:25.477,        18: Blown on Test;         18: Grenzwert;         18: Totalausfall;        117: Ausfall Gurter
559,453177,607260,BSP75NQ,9X48APERY.8: 2(probed),SVMOS,SOT223,AU,True,False,4135.0,402.0,5111.0,0.5297470978441128,2018-12-31 00:00:00.000,693,False,True,Ausbeute,Ttrip,martin-krausse,2019-03-13 08:32:55.263,martin-krausse,2019-02-07 08:01:09.020,        74: Grenzwert;         81: Totalausfall;         81: Vision
560,455024,608005,ZXMS6004FFQ,9Y03BERRY.1: 16(probed),SVMOS,SOT23F,AU,True,False,5656.0,50.0,209930.0,0.9735387412120425,2019-03-11 00:00:00.000,692,True,True,Allg. & ZVR.,RDSon Shift nach Messung,martin-krausse,2019-03-18 09:35:39.833,martin-krausse,2019-02-06 09:26:56.193,        18: Blown on Test;         18: Grenzwert;         18: RTHI-Fehler;         18: Totalausfall;        158: Ausfall Gurter
561,455561,608423,FMMT624,9X52POSED.4: 15(ringprobed),ST,SOT23,CU,True,False,3066.0,1277.0,278175.0,0.9846275281574979,2019-02-04 00:00:00.000,691,False,False,Q-Fehler,doppelte Chips,martin-krausse,2019-02-06 16:15:06.997,ingo-hoerselmann,2019-02-06 08:41:42.740,       121: Grenzwert;        121: Totalausfall
562,455568,608428,ZXM61N02F,8X11TENET.5: 4(ringprobed); 8X11TENET.9: 1(ringprobed); 8X11TENET.4: 2(unprobed); 8X11TENET.6: 2(probed); 8X11TENET.7: 1(unprobed),HDMOS,SOT23,AU,True,True,1247.0,1259.0,182841.0,0.9864794142877953,2019-02-08 00:00:00.000,690,False,True,Q-Fehler,aufliegende Drähte,ingo-hoerselmann,2019-02-14 11:08:14.823,ingo-hoerselmann,2019-02-04 11:55:55.963,        18: Ausfall Gurter;        115: Ausfall Gurter;        121: Ausfall Gurter
563,456628,609185,ZXMS6004FFQ,9Y07CAPRI.4: 11(probed),SVMOS,SOT23F,AU,True,False,468.0,251.0,146897.0,0.9951292542813787,2019-02-26 00:00:00.000,689,False,False,Q-Fehler,,martin-krausse,2019-03-07 11:19:01.613,ingo-hoerselmann,2019-02-04 11:47:03.460,        77: Ausfall Gurter;        111: Blown on Test;        111: Grenzwert;        111: Totalausfall;        117: Blown on Test;        117: Grenzwert;        117: Totalausfall;        122: Blown on Test;        122: Grenzwert;        122: Totalausfall
564,455130,608043,ZXTP25020DFH,9Y02SHAWL.5: 9(ringprobed),SS6,LFSOT23,AU,True,False,4378.0,679.0,187772.0,0.9737746915661026,2019-02-04 00:00:00.000,688,False,False,Q-Fehler,Aufbrechende Zinnschicht,ingo-hoerselmann,2019-02-01 14:14:03.057,ingo-hoerselmann,2019-01-31 11:28:25.587,       104: Grenzwert;        104: Totalausfall
565,455132,608044,ZXTP25020DFH,9Y02SHAWL.5: 9(ringprobed),SS6,LFSOT23,AU,True,False,2692.0,636.0,200479.0,0.9836708258303198,2019-02-06 00:00:00.000,687,False,False,Q-Fehler,Aufbrechende Zinnschicht,ingo-hoerselmann,2019-02-01 14:14:40.387,ingo-hoerselmann,2019-01-31 11:26:31.947,       121: Grenzwert;        121: Totalausfall
566,454651,607775,ZXTP25060BFH,9T42TOAST.4: 7(unprobed),SS6,LFSOT23,AU,True,False,2025.0,1817.0,160869.0,0.9766742961915111,2019-02-20 00:00:00.000,686,False,False,Q-Fehler,herausragender Bonddraht,ingo-hoerselmann,2019-02-21 11:28:13.980,ingo-hoerselmann,2019-01-31 09:43:52.170,       115: Ausfall Gurter;        115: Grenzwert;        115: Totalausfall;        115: Vision
567,453166,607256,ZXTP25060BFH,9T42TOAST.4: 2(unprobed),SS6,LFSOT23,AU,True,False,721.0,2147.0,44266.0,0.9391522043535452,2019-02-27 00:00:00.000,685,False,False,Q-Fehler,herausragender Bonddraht,ingo-hoerselmann,2019-02-21 13:43:31.680,ingo-hoerselmann,2019-01-25 09:31:47.407,       111: Ausfall Gurter;        115: Grenzwert;        115: Totalausfall;        115: Vision
568,453616,607509,ZXTN19060CFF,9X36UNDID.5: 1(unprobed); 9X19TROLL.11: 1(unprobed),MT,SOT23F,CU,True,False,5736.0,95.0,20699.0,0.7802110817941953,2019-01-23 00:00:00.000,684,True,False,Ausbeute,VCESat,christoph-siebert,2019-01-31 12:01:25.740,christoph-siebert,2019-01-24 12:32:21.403,       107: Ausfall Gurter
569,454582,607745,ZVP0545G,9Y02ITALY.7: 8(unprobed); 9Y02ITALY.9: 1(unprobed),MOSFET-M,SOT223,AU,False,False,1263.0,1415.0,119459.0,0.9780738023694704,2019-01-23 00:00:00.000,683,False,True,Q-Fehler,IGSS w/o VGSth,martin-krausse,2019-03-13 08:29:14.510,martin-krausse,2019-01-24 09:37:03.393,       107: Vision;        405: Grenzwert;        405: Totalausfall
570,453137,607230,ZXTN19060CFF,9X36UNDID.5: 3(unprobed),MT,SOT23F,CU,True,False,16788.0,131.0,22625.0,0.572147481286668,2019-01-23 00:00:00.000,682,True,False,Ausbeute,"VCESat

&nbsp;",christoph-siebert,2019-01-31 12:01:47.300,christoph-siebert,2019-01-24 07:58:39.640,       405: Ausfall Gurter
571,455121,608037,ZXM61N02F,8X11HADNT.3: 10(unprobed),HDMOS,SOT23,AU,True,False,124.0,432.0,145729.0,0.9961992001914072,2019-02-04 00:00:00.000,681,False,True,Q-Fehler,aufliegende Drähte,martin-krausse,2019-02-06 08:08:33.673,ingo-hoerselmann,2019-01-23 13:47:00.100,       121: Ausfall Gurter
572,454581,607744,ZVN4206GV,9X31ARRAY.6: 6(unprobed),MOSFET-M,SOT223,CU,False,True,,,,,,679,True,False,Ausbeute,Yield,martin-krausse,2019-02-26 13:11:25.083,ingo-hoerselmann,2019-01-23 13:39:33.457,       108: Grenzwert;        108: Totalausfall;        108: Vision;        406: Grenzwert
573,455612,608452,ZXMP6A17G,9X51MEANS.5: 3(probed); 9X50DUMMY.7: 1(probed),UMOS,SOT223,AU,False,False,110.0,997.0,29127.0,0.9633855923794403,2019-01-30 00:00:00.000,678,False,False,Q-Fehler,Bondstellenversatz,martin-krausse,2019-03-13 08:22:26.830,ingo-hoerselmann,2019-01-22 09:56:41.313,       108: Grenzwert;        108: IGSS@27V;        108: Vision;        138: Totalausfall
574,455611,608451,ZXMP6A17G,9X47GLAZE.9: 1(probed); 9X49BACON.5: 2(probed),UMOS,SOT223,AU,False,False,35.0,346.0,21070.0,0.9822385902755116,2019-01-30 00:00:00.000,677,False,False,Q-Fehler,Bondstellenversatz,martin-krausse,2019-03-13 08:22:03.727,ingo-hoerselmann,2019-01-22 09:55:17.590,       108: Grenzwert;        108: IGSS@27V;        108: Totalausfall;        108: Vision
575,455613,608453,ZXMP6A17G,9X51GRACE.5: 23(probed),UMOS,SOT223,AU,True,False,1842.0,1890.0,160747.0,0.9773101733351978,2019-02-06 00:00:00.000,676,False,True,Q-Fehler,<font color=black>Bondstellenversatz </font>,martin-krausse,2019-02-06 14:51:12.353,ingo-hoerselmann,2019-01-22 09:48:17.310,       121: Grenzwert;        121: IGSS@27V;        121: Totalausfall;        121: Vision;        343: Rückstellmuster
576,455124,608040,ZXMN3B01F,9Y06REFIT.4: 13(probed),UMOS,SOT23,CU,True,False,1176.0,794.0,219269.0,0.9910956024932313,2019-01-22 00:00:00.000,674,False,False,Q-Fehler,wrong wire size,ingo-hoerselmann,2019-01-22 11:24:44.147,ingo-hoerselmann,2019-01-17 08:36:33.200,       107: Grenzwert;        107: Totalausfall
577,453681,607533,FZT560,9X39ENACT.6: 4(unprobed),VT,SOT223,AU,True,False,1331.0,218.0,79001.0,0.9807697082557417,2019-01-22 00:00:00.000,673,False,False,Q-Fehler,Verzinnen,ingo-hoerselmann,2019-01-17 11:19:39.967,ingo-hoerselmann,2019-01-16 09:59:58.593,       107: Grenzwert;        107: Totalausfall;        107: Vision
578,453701,607552,FZT690B,9Y02GRIPE.7: 14(unprobed),MT,SOT223,CU,True,False,1525.0,2977.0,178183.0,0.9753564879437283,2019-01-22 00:00:00.000,672,False,False,Q-Fehler,Verzinnen,ingo-hoerselmann,2019-01-17 11:17:30.007,ingo-hoerselmann,2019-01-16 09:51:52.980,       106: Grenzwert;        107: Ausfall Gurter;        107: Q-Fehler;        107: Vision;        404: Totalausfall
579,453700,607551,FZT651,9Y01BOOZE.4: 25(unprobed),MT,SOT223,CU,True,False,166.0,2294.0,324276.0,0.9924709857499633,2019-01-21 00:00:00.000,671,False,False,Q-Fehler,Zinn-Wulst,ingo-hoerselmann,2019-01-17 11:16:24.957,ingo-hoerselmann,2019-01-11 09:24:49.947,       105: Grenzwert;        105: Vision;        107: Ausfall Gurter;        107: Vision;        404: Totalausfall
580,450445,605487,ZR40401F41,9X40VICAR.19: 3(probed),IC,SOT23,AU,False,True,10.0,8.0,29162.0,0.9993831391363948,2018-12-28 00:00:00.000,670,False,False,Q-Fehler,,ingo-hoerselmann,2019-01-16 12:02:38.500,ingo-hoerselmann,2019-01-10 11:38:07.670,       397: Grenzwert;        397: Totalausfall + Kelvin;        397: Vision;        397: ZR4040#F41;        401: Grenzwert;        401: Totalausfall + Kelvin;        401: Vision
581,452270,606637,ZXMP10A13F,9X46TYING.4: 10(probed),UMOS,SOT23,CU,True,False,960.0,364.0,193016.0,0.9931871976947617,2019-01-15 00:00:00.000,669,False,False,Q-Fehler,,ingo-hoerselmann,2019-01-10 11:37:40.680,ingo-hoerselmann,2019-01-10 11:36:11.623,        81: Ausfall Gurter;        106: Ausfall Gurter
582,452621,606933,ZXTN25100BFH,9X49INSET.3: 1(probed); 9X49INSET.7: 2(unprobed),SS6,LFSOT23,AU,True,False,93.0,223.0,62334.0,0.9949561053471668,2019-01-23 00:00:00.000,668,False,False,Q-Fehler,Bond- &amp; Mold-Problem,ingo-hoerselmann,2019-01-17 11:14:08.133,ingo-hoerselmann,2019-01-09 10:00:36.820,        76: Grenzwert;         76: Totalausfall;        107: Grenzwert;        107: IEBO nach RTHJ;        107: Totalausfall;        107: Vision
583,454567,607730,ZXTN19060CFF,9X51BIGOT.4: 4(probed),MT,SOT23F,CU,True,False,462.0,6.0,35504.0,0.98698988101857,2019-01-28 00:00:00.000,667,False,False,Q-Fehler,,ingo-hoerselmann,2019-01-24 14:03:31.793,ingo-hoerselmann,2019-01-08 09:53:14.663,       107: Ausfall Gurter;        138: Ausfall Gurter
584,452209,606598,ZXMS6004FF,9X46PILOT.6: 2(probed); 9X46PILOT.4: 6(probed),SVMOS,SOT23F,AU,True,False,3625.0,69.0,105711.0,0.9662355468214433,2019-01-30 00:00:00.000,666,False,False,Q-Fehler,Gehäuse-OF,ingo-hoerselmann,2019-01-24 14:02:20.770,ingo-hoerselmann,2019-01-07 11:42:02.887,        81: Ausfall Gurter;         81: Blown on Test;         81: Grenzwert;         81: RTHI-Fehler;         81: Totalausfall;        106: Ausfall Gurter
585,452267,606634,ZXMP10A13F,9X42ABATE.4: 12(probed),UMOS,SOT23,CU,True,False,1330.0,450.0,228320.0,0.992264232942199,2019-01-28 00:00:00.000,665,False,False,Q-Fehler,Gehäuse-OF,ingo-hoerselmann,2019-01-07 11:35:43.740,ingo-hoerselmann,2019-01-07 11:35:17.547,       138: Grenzwert;        138: Totalausfall;        138: Vision
586,452263,606630,ZXMN3B01F,9X41LENDS.6: 3(probed); 9X41LENDS.5: 1(probed),UMOS,SOT23,CU,True,False,139.0,330.0,68411.0,0.9931910569105691,2019-01-16 00:00:00.000,664,False,False,Q-Fehler,Gehäuse-OF,ingo-hoerselmann,2019-01-16 09:42:35.750,ingo-hoerselmann,2019-01-07 11:34:24.913,       106: Grenzwert;        106: Totalausfall;        106: Vision
587,450925,605784,ZXRE125DF,9X40VICAR.5: 5(probed),IC,SOT23,AU,True,False,85.0,20.0,101815.0,0.9989697802197802,2019-01-28 00:00:00.000,663,False,False,Q-Fehler,Gehäuse-OF,ingo-hoerselmann,2019-01-07 11:34:04.887,ingo-hoerselmann,2019-01-07 11:32:54.517,       107: Grenzwert;        107: Nebentyp;        107: Totalausfall;        138: Ausfall Gurter;        138: Vision
588,453133,607226,ZTL432AFF,9X41OVARY.6: 1(probed),IC,SOT23F,CU,True,False,631.0,16.0,23813.0,0.9735486508585446,2019-01-21 00:00:00.000,662,True,False,Q-Fehler,Wafer,ingo-hoerselmann,2019-01-24 14:01:06.017,ingo-hoerselmann,2019-01-04 11:52:05.963,       107: Ausfall Gurter
589,452277,606644,ZXTN25100BFH,9X49INSET.5: 9(unprobed),SS6,LFSOT23,AU,False,True,745.0,720.0,183085.0,0.99206177187754,2018-12-21 00:00:00.000,661,False,False,Q-Fehler,Gehäuse-OF,ingo-hoerselmann,2019-01-10 13:39:26.470,ingo-hoerselmann,2019-01-04 11:03:42.130,       401: Grenzwert;        401: Totalausfall
590,452273,606640,ZXCT1008QF,9X50REALM.2: 8(probed); 9X50REALM.10: 2(probed),IC,LFSOT23,AU,False,True,3160.0,103.0,87217.0,0.9639367816091954,2018-12-18 00:00:00.000,660,False,False,Q-Fehler,Gehäuse-OF,ingo-hoerselmann,2019-01-10 13:39:58.993,ingo-hoerselmann,2019-01-04 10:56:39.370,       397: Grenzwert;        397: Totalausfall;        397: Vision
591,453154,607244,ZXMP6A13F,9X47GLOAT.4: 13(probed),UMOS,SOT23,CU,True,False,1888.0,2281.0,237941.0,0.982780554293503,2019-01-07 00:00:00.000,659,False,False,Q-Fehler,P&amp;P tool,martin-krausse,2019-01-11 08:26:21.853,ingo-hoerselmann,2019-01-03 11:31:55.350,        81: Gate Rupted;         81: Grenzwert;         81: Totalausfall;         81: Vision
592,452623,606935,ZXTP25020CFH,9X50LIMPS.4: 6(probed),SS6,LFSOT23,AU,True,False,227.0,122.0,120344.0,0.9971083658538606,2019-01-10 00:00:00.000,658,False,False,Q-Fehler,Loch im Plast,ingo-hoerselmann,2019-01-10 13:36:03.143,ingo-hoerselmann,2018-12-27 10:27:54.853,        75: Grenzwert;         75: Totalausfall;         75: Vision;        398: Grenzwert;        398: Totalausfall
593,453203,607286,ZXMP6A17G,9X47LEASE.7: 3(probed); 9X47GLAZE.7: 5(probed),UMOS,SOT223,AU,True,False,57.0,1288.0,52152.0,0.97485840327495,2019-01-09 00:00:00.000,657,False,False,Q-Fehler,"<font face=""Times New Roman"" size=2 color=black>Chipkantenausbrüche</font>",ingo-hoerselmann,2019-01-10 09:22:49.933,ingo-hoerselmann,2018-12-21 09:38:12.620,        76: Grenzwert;         76: IGSS@27V;        404: Totalausfall
594,453142,607233,FMMT634,9X52ROSIN.4: 11(ringprobed); 9X50VIDEO.4: 4(ringprobed),ST,SOT23,CU,True,False,2031.0,13254.0,242268.0,0.9406529918113942,2018-12-31 00:00:00.000,656,False,False,Ausbeute,"ca. 10,3k nicht drahtgebondet",ingo-hoerselmann,2019-01-03 10:15:12.217,ingo-hoerselmann,2018-12-20 11:34:38.200,        75: Grenzwert;         75: Totalausfall
595,452271,606638,ZXTN2093FQ,9X04CERES.8: 2(unprobed); 9X03WREST.12: 2(ringprobed),HT,SOT23,AU,True,True,893.0,3.0,28944.0,0.9699731903485255,2019-01-11 00:00:00.000,655,False,False,Q-Fehler,falscher Leadframe,ingo-hoerselmann,2019-01-03 13:39:12.423,ingo-hoerselmann,2018-12-20 11:32:52.747,        75: Grenzwert;         75: Totalausfall;         75: Vision
596,452231,606607,FZT600,9X43DIRGE.5: 5(unprobed),MT,SOT223,CU,True,True,370.0,162.0,51596.0,0.9897943523634132,2018-12-31 00:00:00.000,654,False,False,Q-Fehler,Chipabdrücke,ingo-hoerselmann,2019-01-03 13:38:50.333,ingo-hoerselmann,2018-12-20 11:30:53.160,        81: Grenzwert;         81: Totalausfall;         81: Vision
597,451804,606344,ZHT431F01,9X52QUEEN.8: 1(ringprobed); 9X52QUEEN.9: 1(probed),IC,LFSOT23,AU,True,False,3.0,1.0,37595.0,0.9998936141918668,2018-12-21 00:00:00.000,653,False,False,Allg. & ZVR.,,ingo-hoerselmann,2018-12-20 11:23:25.843,martin-krausse,2018-12-20 09:54:51.843,       385: Grenzwert;        385: Iz_off >25nA;        385: Kelvin;        398: Ausfall Gurter;      30617: GND offen
598,452272,606639,ZHT431F01,9X52YOUTH.7: 2(ringprobed),IC,LFSOT23,AU,True,False,15.0,54.0,38536.0,0.9982126667530112,2018-12-31 00:00:00.000,652,False,False,Allg. & ZVR.,,ingo-hoerselmann,2018-12-20 08:39:03.310,ingo-hoerselmann,2018-12-20 08:15:27.327,        75: Ausfall Gurter;        398: GND offen;        398: Grenzwert;        398: Iz_off >25nA;        398: Totalausfall;        398: Vref offen;        398: Vz offen
599,452607,606919,FMMT591,9X50OPTED.6: 7(unprobed),HT,SOT23,CU,True,False,223.0,484.0,211410.0,0.9966669338148286,2019-01-11 00:00:00.000,647,False,False,Q-Fehler,,ingo-hoerselmann,2019-01-10 09:25:10.953,ingo-hoerselmann,2018-12-18 11:30:52.337,        81: Grenzwert;         81: Totalausfall;         81: Vision
600,452281,606626,ZXMN0545G4,9X41DADDY.5: 4(unprobed),UMOS,SOT223,AU,False,True,,,,,,646,True,False,Allg. & ZVR.,,martin-krausse,2019-01-14 12:04:08.140,martin-krausse,2018-12-17 09:48:11.040,        48: Grenzwert;         48: Totalausfall;        399: Grenzwert;        399: Kelvin;        399: Totalausfall;        401: Vision
601,451511,606121,ZXMP10A13FQ,9X40DANCE.4: 13(probed),UMOS,SOT23,AU,True,False,88.0,343.0,249592.0,0.9982761585934095,2019-01-29 00:00:00.000,645,False,False,Q-Fehler,Gehäuse-OF,ingo-hoerselmann,2019-01-03 10:16:54.893,ingo-hoerselmann,2018-12-13 11:41:19.193,       138: Grenzwert;        138: Totalausfall;        138: Vision
602,448083,604138,FMMT624,9X39GALAS.10: 7(ringprobed),ST,SOT23,CU,True,False,4230.0,504.0,120896.0,0.9623179176948181,2019-01-16 00:00:00.000,644,False,False,Q-Fehler,Gehäuse-OF,ingo-hoerselmann,2018-12-20 11:50:50.780,ingo-hoerselmann,2018-12-13 11:39:06.973,       105: Ausfall Gurter;        106: Grenzwert;        106: Totalausfall;        106: Vision
603,443742,601154,ZMR330F,9X26POLLS.6: 10(unprobed),IC,LFSOT23,AU,False,True,,,,,,643,False,False,Q-Fehler,herausragender Draht,ingo-hoerselmann,2018-12-13 11:38:40.173,ingo-hoerselmann,2018-12-13 11:37:25.933,
604,449332,604708,ZXTP19020DFF,9X30DRAPE.5: 6(ringprobed),MT,SOT23F,AU,True,False,3079.0,262.0,74227.0,0.9569281146864687,2019-04-25 00:00:00.000,642,False,False,Q-Fehler,verbogene Beinchen,ingo-hoerselmann,2019-04-12 11:33:59.303,ingo-hoerselmann,2018-12-13 08:40:45.513,        59: Grenzwerte;         59: Totalausfall;         59: Vision 5S;         59: Vision Marking
605,449995,605184,ZXTN07045EFF,9X41MUMMY.4: 3(unprobed),MT,SOT23F,CU,True,False,347.0,241.0,38587.0,0.9849904275686024,2018-12-07 00:00:00.000,641,False,False,Q-Fehler,verbogene Beinchen,ingo-hoerselmann,2018-12-20 11:46:51.733,ingo-hoerselmann,2018-12-13 08:39:39.933,        59: Grenzwerte;         59: Totalausfall;         59: Vision 5S;         59: Vision Marking;         78: Ausfall Gurter
606,449995,613132,ZXTN07045EFF,9X41MUMMY.4: 3(unprobed),MT,SOT23F,CU,True,False,,,,,2019-04-25 00:00:00.000,641,False,False,Q-Fehler,verbogene Beinchen,ingo-hoerselmann,2018-12-20 11:46:51.733,ingo-hoerselmann,2018-12-13 08:39:39.933,        59: Grenzwerte;         59: Totalausfall;         59: Vision 5S;         59: Vision Marking;         78: Ausfall Gurter
607,449329,604705,ZXTP07012EFF,9X41LITHE.10: 5(probed),MT,SOT23F,CU,True,False,5074.0,327.0,50699.0,0.9037254901960784,2018-12-07 00:00:00.000,640,False,False,Q-Fehler,verbogene Beinchen,ingo-hoerselmann,2019-04-24 14:04:46.383,ingo-hoerselmann,2018-12-13 08:38:35.227,        48: Grenzwerte;         48: Totalausfall;         48: Vision 5S;         48: Vision Marking;        385: Ausfall Gurter
608,449329,611953,ZXTP07012EFF,9X41LITHE.10: 5(probed),MT,SOT23F,CU,True,False,,,,,2019-04-02 00:00:00.000,640,False,False,Q-Fehler,verbogene Beinchen,ingo-hoerselmann,2019-04-24 14:04:46.383,ingo-hoerselmann,2018-12-13 08:38:35.227,        48: Grenzwerte;         48: Totalausfall;         48: Vision 5S;         48: Vision Marking;        385: Ausfall Gurter
609,448575,604413,ZXTN19020DFF,9X37BELLE.3: 4(ringprobed),MT,SOT23F,AU,False,False,104.0,79.0,48167.0,0.9962150982419855,2018-12-07 00:00:00.000,639,False,False,Q-Fehler,verbogene Beinchen,martin-krausse,2018-12-20 11:45:49.507,ingo-hoerselmann,2018-12-13 08:36:20.133,        78: Ausfall Gurter
610,448575,613263,ZXTN19020DFF,9X37BELLE.3: 4(ringprobed),MT,SOT23F,AU,False,False,,,,,2019-04-29 00:00:00.000,639,False,False,Q-Fehler,verbogene Beinchen,martin-krausse,2018-12-20 11:45:49.507,ingo-hoerselmann,2018-12-13 08:36:20.133,        78: Ausfall Gurter
611,450934,605793,ZXTN25100BFH,9X39SLIDE.4: 3(ringprobed),SS6,LFSOT23,AU,False,True,256.0,116.0,58130.0,0.9936412430344261,,638,False,False,Q-Fehler,Gehäuse nicht ausgeformt,ingo-hoerselmann,2019-01-10 13:40:41.690,ingo-hoerselmann,2018-12-11 10:35:39.973,       385: Grenzwert;        385: Totalausfall
612,451795,606335,FMMT619,9X48FACIA.3: 12(unprobed),ST,SOT23,CU,True,False,2192.0,981.0,223787.0,0.986019562918576,2018-12-27 00:00:00.000,637,False,False,Q-Fehler,Gehäuse nicht ausgeformt,Xiao-Liu,2018-12-20 11:42:05.000,ingo-hoerselmann,2018-12-11 10:29:00.020,       385: Ausfall Gurter;        398: Grenzwert;        398: Totalausfall;        398: Vision
613,450932,605791,ZXMN3A14F,9X39GOOEY.3: 5(unprobed),UMOS,LFSOT23,AU,True,False,326.0,2289.0,51988.0,0.9521088584876289,2019-01-04 00:00:00.000,634,False,False,Q-Fehler,gatebond incomplete,martin-krausse,2018-12-19 12:25:52.207,manuel-hopf,2018-12-11 09:18:14.383,       397: Blown on Test;        397: Grenzwert;        397: Totalausfall;        401: Ausfall Gurter
