a_lot,ba,device,wafer_info,device_group,department,package,bond_wire,ship_package,uk_input,final_test_input,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,quality_id,wps,fa,class_name,cause,comment,edit_user,edit_date,create_user,create_date,operator,tester,workplace,transistor_type,chip_configuration,lead_frame,box_class,year,month,week,day
566706,624775,ZTL431BFF,9Z05SHOVE.7: 1(probed),IC,SMD,SOT23F,CU,TA,60000.0,53111.0,2075.0,59.0,50977.0,0.9598199996234301,2020-05-14 00:00:00.000,0,,,,,,,,,,287; 287; 325; 325,AOT40100; AOT40100; HP40141N; HP40141N,106; 106; 325; 325,,,TRÄGERBAND TB 301-6 6-row,       142: Ausfall Gurter;        142: Kelvin + Orientierung;        142: Rückstellmuster;        142: Vision Marking + 5S;        255: ESD-vorbeschädigt;        255: Grenzwert;        255: Totalausfall,2020.0,5.0,20.0,14.0
566705,624774,ZTL431AFF,9Z05SHOVE.7: 1(probed),IC,SMD,SOT23F,CU,TA,46000.0,45238.0,1015.0,23.0,44200.0,0.9770546885361864,2020-04-21 00:00:00.000,0,,,,,,,,,,328; 328; 231,AOT40100; AOT40100; HP40141N,106; 106; 608,,,TRÄGERBAND TB 301-6 6-row,       182: ESD-vorbeschädigt;        182: Grenzwert;        182: Kelvin;        182: Totalausfall;        308: Blown on Test;        308: Rückstellmuster;        308: Vision 5S;        308: Vision Marking;        308: Vision Marking + 5S,2020.0,4.0,17.0,21.0
566704,624773,ZTX653,9Z10FLOWN.4: 6(unprobed),MT,SMD,ELineX,AU,STZ,78684.0,77951.0,928.0,1657.0,75366.0,0.9668381419096612,2020-04-16 00:00:00.000,0,,,,,,,,,,,,,npn,,TRÄGERSTREIFEN EP3,       263: Blown On Test;        263: Grenzwert;        263: Totalausfall,2020.0,4.0,16.0,16.0
566113,624588,ZXTN08400BFF,9Y46UNLIT.10: 11(unprobed),MT,SMD,SOT23F,CU,TA,125312.0,124740.0,1027.0,741.0,122972.0,0.9858265191598525,2020-03-31 00:00:00.000,1006,False,True,Q-Fehler,IEBO,"<div>9 QJ IEBO</div>

<div>wafers unprobed, low wafer yield, main failure IEBO</div>

<div>FA: keine Assemblyfehler</div>",felix-kannemann,2020-03-30 13:28:39.423,felix-kannemann,2020-03-30 09:42:45.583,225; 225,HP40141N; HP40141N,484; 484,npn,,TRÄGERBAND TB 301-6 6-row,       296: Blown on Test;        296: Grenzwert;        296: Kelvin + Orientierung;        296: Rückstellmuster;        296: Totalausfall;        296: Vision Marking + 5S,2020.0,3.0,14.0,31.0
566112,624587,ZXTN04120HFF,9Z10QUALM.5: 10(unprobed),MT,SMD,SOT23F,CU,TA,133526.0,133526.0,733.0,236.0,132557.0,0.9927429863846742,2020-03-26 00:00:00.000,0,,,,,,,,,,325; 248; 225; 325; 248; 225,HP40141N; HP40141N; HP40141N; HP40141N; HP40141N; HP40141N,484; 484; 484; 484; 484; 484,npn,,TRÄGERBAND TB 301-6 6-row,       150: Blown on Test;        150: Grenzwert;        150: Kelvin + Orientierung;        150: Rückstellmuster;        150: Totalausfall;        150: Vision Marking + 5S,2020.0,3.0,13.0,26.0
566111,624586,ZXMN3A14F,9Z01TRICE.5: 14(unprobed),UMOS,SMD,LFSOT23,AU,TA,153692.0,152686.0,544.0,881.0,151261.0,0.9906671207576333,2020-03-20 00:00:00.000,0,,,,,,,,,,231; 325; 231; 325; 325; 231; 289; 229; 328; 289; 248; 229; 248,HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100,1023; 1023; 1023; 1023; 1023; 1023; 104; 104; 104; 104; 104; 104; 104,,ZXMN3A14D,LEADFRAME DZN 1011,        28: Blown on Test;         28: Grenzwert;         28: Totalausfall;        178: Blown on Test;        178: Grenzwert;        178: Totalausfall;        294: Ausfall Gurter;        294: Rückstellmuster;        294: Vision,2020.0,3.0,12.0,20.0
566110,624585,ZXMN2A14F,9Z04NURSE.3: 10(probed),UMOS,SMD,LFSOT23,AU,TA,98974.0,98027.0,6367.0,2482.0,89178.0,0.9097289522274475,2020-03-19 00:00:00.000,0,,,,,,,,,,325; 225; 225; 225; 225; 325; 225; 225; 304; 289; 328; 289; 328,HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100,1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 104; 104; 104; 104; 104,,ZXMN2A14D,LEADFRAME DZN 1011,       154: Blown on Test;        154: Grenzwert;        154: Totalausfall;        297: Ausfall Gurter;        297: Rückstellmuster;        297: Vision,2020.0,3.0,12.0,19.0
566109,624584,ZXMP6A13F,9Z09GRUBS.4: 7(probed),UMOS,SMD,SOT23,CU,TA,136280.0,135723.0,464.0,2647.0,132612.0,0.9770783139187905,2020-03-19 00:00:00.000,0,,,,,,,,,,229; 328; 293,HP40171; HP40171; HP40171,250; 250; 250,pMOSe,ZXMP6A13C,TRÄGERBAND TB 401 LS-N  85 my,       296: Gate Rupted;        296: Grenzwert;        296: Rückstellmuster;        296: Totalausfall,2020.0,3.0,12.0,19.0
566108,624583,ZXMP6A13F,9Z05SHANK.5: 1(probed); 9Z09GRUBS.4: 6(probed),UMOS,SMD,SOT23,CU,TA,135264.0,134750.0,332.0,996.0,133422.0,0.9901447124304267,2020-03-18 00:00:00.000,0,,,,,,,,,,229; 328; 248,HP40171; HP40171; HP40171,250; 250; 250,pMOSe,ZXMP6A13C,TRÄGERBAND TB 401 LS-N  85 my,       178: Gate Rupted;        178: Grenzwert;        178: Rückstellmuster;        178: Totalausfall,2020.0,3.0,12.0,18.0
566107,624582,ZXMP3A13F,9Z02WROTE.6: 4(probed),UMOS,SMD,SOT23,CU,TA,77554.0,75274.0,551.0,886.0,73837.0,0.9809097430719771,2020-03-20 00:00:00.000,0,,,,,,,,,,229; 328,HP40369; HP40369,441; 441,pMOSe,ZXMP3A13C,TRÄGERBAND TB 401 LS-N  85 my,       297: Ausfall Gurter;        297: Rückstellmuster,2020.0,3.0,12.0,20.0
566106,624581,ZXMN10A07F,9Y25THEIR.6: 2(unprobed); 9Y22NICER.4: 1(unprobed),UMOS,SMD,SOT23,CU,TA,57982.0,56690.0,318.0,1652.0,54720.0,0.965249603104604,2020-03-24 00:00:00.000,0,,,,,,,,,,275; 293,HP40369; HP40369,441; 441,nMOSe,ZXMN10A07C,TRÄGERBAND TB 401 LS-N  85 my,       289: Ausfall Gurter;        289: Rückstellmuster,2020.0,3.0,13.0,24.0
566105,624580,ZXMN10A07F,9Y25DENTS.4: 3(unprobed),UMOS,SMD,SOT23,CU,TA,58218.0,54117.0,269.0,560.0,53288.0,0.9846813385812222,2020-03-23 00:00:00.000,0,,,,,,,,,,275; 231,HP40369; HP40369,441; 441,nMOSe,ZXMN10A07C,TRÄGERBAND TB 401 LS-N  85 my,       289: Ausfall Gurter;        289: Rückstellmuster,2020.0,3.0,13.0,23.0
566104,624579,FMMT722,9Y47SKIMP.5: 12(unprobed); 9Y47SKIMP.4: 1(ringprobed),ST,SMD,SOT23,CU,TA,245799.0,243426.0,1316.0,1288.0,240822.0,0.9893027039018017,2020-03-24 00:00:00.000,0,,,,,,,,,,231; 275; 275; 293; 231,HP40171; HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250; 250,pnp,FMMT722C,TRÄGERBAND TB 401 LS-N  85 my,       187: Grenzwert;        187: Rückstellmuster;        187: Totalausfall,2020.0,3.0,13.0,24.0
566103,624578,FMMT722,9Y47GASPS.4: 2(probed); 9Y42ANNEX.7: 7(unprobed),ST,SMD,SOT23,CU,TA,166632.0,166380.0,633.0,2386.0,163361.0,0.9818547902392114,2020-03-23 00:00:00.000,0,,,,,,,,,,328; 231; 293; 275,HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250,pnp,FMMT722C,TRÄGERBAND TB 401 LS-N  85 my,       294: Grenzwert;        294: Rückstellmuster;        294: Totalausfall,2020.0,3.0,13.0,23.0
566102,624577,FMMT617,9Y49REAMS.4: 1(ringprobed); 9Y49REAMS.3: 1(probed),ST,SMD,SOT23,CU,TA,35616.0,35592.0,1088.0,145.0,34359.0,0.9653573836817262,2020-03-23 00:00:00.000,0,,,,,,,,,,275,HP40369,441,npn,FMMT617C,TRÄGERBAND TB 401 LS-N  85 my,       294: Ausfall Gurter;        294: Rückstellmuster,2020.0,3.0,13.0,23.0
566101,624576,FMMT596,9Y50COBLE.7: 4(unprobed),HT,SMD,SOT23,CU,TA,126581.0,126240.0,130.0,828.0,125282.0,0.9924112801013941,2020-03-27 00:00:00.000,0,,,,,,,,,,275; 292; 287,HP40369; HP40369; HP40369,441; 441; 441,pnp,FMMT596C,TRÄGERBAND TB 401 LS-N  85 my,       187: Ausfall Gurter;        187: Rückstellmuster,2020.0,3.0,13.0,27.0
564865,624531,BFS17N,7GCR-5211: 1(n/a),RF,SMD,SOT23,AU,TA,78148.0,75455.0,250.0,420.0,74785.0,0.9911205354184613,2020-04-14 00:00:00.000,0,,,,,,,,,,293; 229; 289; 287,AOT40100; AOT40100; HP40186; HP40186,104; 104; 1023; 1023,npn,,TRÄGERBAND TB 401 LS-N  85 my,       297: Grenzwert;        297: Totalausfall;        300: Ausfall Gurter;        300: Rückstellmuster;        300: Vision;        302: Ausfall Gurter;        302: Vision,2020.0,4.0,16.0,14.0
564864,624498,ZTX790A,9Y17TORSO.4: 1(probed); 9Y18VISAS.5: 2(unprobed),MT,SMD,ELineX,AU,Schüttgut,37605.0,37408.0,638.0,113.0,36657.0,0.9799240804106074,2020-04-15 00:00:00.000,0,,,,,,,,,,,,,pnp,,TRÄGERSTREIFEN EP3,       304: Blown On Test;        304: Grenzwert;        304: Totalausfall,2020.0,4.0,16.0,15.0
564860,624530,ZXTN19100CG,9Y49TOILS.6: 1(probed); 9Y49TOILS.7: 4(unprobed),HT,SMD,SOT223,PD,TA,65557.0,65329.0,201.0,312.0,64816.0,0.9921474383505028,2020-03-19 00:00:00.000,0,,,,,,,,,,,,,,,LEADFRAME DZN 2000 (all over Ag),        28: Grenzwert;         28: Rückstellmuster;         28: Totalausfall;         28: Vision,2020.0,3.0,12.0,19.0
564859,624529,ZXMS6004SG,9Z10JUNTA.4: 10(probed),SVMOS,SMD,SOT223,AU,TA,129967.0,128078.0,372.0,581.0,127125.0,0.9925592217242618,2020-03-13 00:00:00.000,0,,,,,,,,,,,,,,,LEADFRAME DZN 2012 (spot Ag),       141: Grenzwert;        141: Rückstellmuster;        141: Totalausfall;        141: Vision,2020.0,3.0,11.0,13.0
564858,624528,ZXMS6004DG,9Z10JUNTA.4: 4(probed),SVMOS,SMD,SOT223,AU,TA,52583.0,52416.0,728.0,75.0,51613.0,0.9846802503052503,2020-03-09 00:00:00.000,0,,,,,,,,,,,,,,,LEADFRAME DZN 2000 (all over Ag),       293: Grenzwert;        293: Rückstellmuster;        293: Totalausfall;        293: Vision,2020.0,3.0,11.0,9.0
564857,624527,ZXMP7A17GQ,9Y46REINS.4: 14(probed),UMOS,SMD,SOT223,AU,TC,101938.0,98784.0,281.0,687.0,97816.0,0.9902008422416586,2020-03-17 00:00:00.000,0,,,,,,,,,,,,,,ZXMP7A17G,LEADFRAME DZN 2000 (all over Ag),        28: IGSS@27V;         28: Rückstellmuster;        154: Grenzwert;        154: Totalausfall;        154: Vision,2020.0,3.0,12.0,17.0
564856,624526,ZXMN6A11G,9Z01PURLS.4: 1(probed); 9Z04MUZAK.4: 4(probed),UMOS,SMD,SOT223,CU,TA,54830.0,54656.0,7.0,556.0,54093.0,0.9896992096018735,2020-03-13 00:00:00.000,0,,,,,,,,,,,,,nMOSe,ZXMN6A11D,LEADFRAME DZN 2000 (all over Ag),       154: Grenzwert;        154: IGSS@27V;        154: Rückstellmuster;        154: Totalausfall;        154: Vision,2020.0,3.0,11.0,13.0
564855,624525,ZXMN6A08G,9Y24CHIEF.7: 2(probed),UMOS,SMD,SOT223,CU,TA,15340.0,15235.0,4.0,59.0,15172.0,0.9958647850344601,2020-03-13 00:00:00.000,0,,,,,,,,,,,,,,,LEADFRAME DZN 2000 (all over Ag),       292: Grenzwert;        292: IGSS@27V;        292: Rückstellmuster;        292: Totalausfall;        292: Vision,2020.0,3.0,11.0,13.0
564854,624524,ZVP0545G,9Z12SEEPS.5: 8(unprobed),MOSFET-M,SMD,SOT223,AU,TA,106204.0,105329.0,152.0,392.0,104785.0,0.9948352305632827,2020-03-31 00:00:00.000,0,,,,,,,,,,,,,pMOSe,ZVP0545XD,LEADFRAME DZN 2000 (all over Ag),       178: Rückstellmuster;        289: Grenzwert;        289: Totalausfall;        289: Vision,2020.0,3.0,14.0,31.0
564853,624523,ZVN4424GQ,9Z05CHAOS.6: 1(ringprobed); 9Z07ADOPT.6: 2(ringprobed),MOSFET-H,SMD,SOT223,AU,TA,25423.0,25104.0,568.0,646.0,23890.0,0.9516411727214786,2020-03-25 00:00:00.000,0,,,,,,,,,,,,,nMOSe,,LEADFRAME DZN 2000 (all over Ag),       178: Rückstellmuster;        178: Vision;        289: Grenzwert;        289: Totalausfall,2020.0,3.0,13.0,25.0
564852,624522,ZVN4424GQ,9Z05ZAPPY.8: 2(probed); 9Z05CHAOS.5: 1(probed),MOSFET-H,SMD,SOT223,AU,TA,25146.0,25052.0,610.0,118.0,24324.0,0.9709404438767364,2020-03-25 00:00:00.000,0,,,,,,,,,,,,,nMOSe,,LEADFRAME DZN 2000 (all over Ag),       289: Grenzwert;        289: Rückstellmuster;        289: Totalausfall,2020.0,3.0,13.0,25.0
564851,624521,FZT958,9Y50IVORY.6: 1(ringprobed); 9Y11DOYEN.7: 1(probed); 9Y11DOYEN.9: 1(probed); 9Y50IVORY.5: 2(probed),HT,SMD,SOT223,AU,TA,25337.0,25048.0,257.0,354.0,24437.0,0.9756068348770361,2020-03-18 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT958D,LEADFRAME DZN 2000 (all over Ag),       294: Grenzwert;        294: Rückstellmuster;        294: Totalausfall;        294: Vision,2020.0,3.0,12.0,18.0
564850,624520,FZT956,9Y46JIVED.6: 15(unprobed),HT,SMD,SOT223,CU,TA,77514.0,77382.0,196.0,2565.0,74621.0,0.9643198676694839,2020-03-13 00:00:00.000,970,False,True,Ausbeute,EB-Schluss,"<div>2,5% EB-Schlüsse</div>

<div>passivierte Wafer (ungeprobed)</div>

<div>FA: Lithogrophiefehler (Al-Brücken)</div>

<div>Freigabe HHa</div>",martin-krausse,2020-03-19 09:33:17.703,martin-krausse,2020-03-11 08:35:02.860,,,,pnp,FZT956D,LEADFRAME DZN 2000 (all over Ag),       179: Grenzwert;        179: Totalausfall;        179: Vision;        289: Rückstellmuster,2020.0,3.0,11.0,13.0
564849,624519,FZT956Q,9Y49CHATS.10: 2(probed); 9Y49CHATS.8: 5(unprobed); 9Y49CHATS.12: 3(unprobed),HT,SMD,SOT223,AU,TA,51914.0,51491.0,1085.0,837.0,49569.0,0.962673088500903,2020-03-17 00:00:00.000,979,False,True,Q-Fehler,BVEBO,"<div>1 QF EB-short, Ausbeute 96%, Wafer unprobed, nicht passiviert</div>

<div>FA: Überschlag Partikel</div>

<div>Freigabe</div>",felix-kannemann,2020-03-16 11:54:17.960,felix-kannemann,2020-03-16 10:20:30.597,,,,pnp,FZT956D,LEADFRAME DZN 2000 (all over Ag),       296: Rückstellmuster;        297: Grenzwert;        297: Totalausfall;        297: Vision,2020.0,3.0,12.0,17.0
564848,624518,FZT951Q,9Y04UNTIE.5: 7(ringprobed),HT,SMD,SOT223,AU,TC,36682.0,34687.0,642.0,2317.0,31728.0,0.9146942658632917,2020-03-13 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT951D,LEADFRAME DZN 2000 (all over Ag),       297: Rückstellmuster;        297: Vision;        310: Grenzwert;        310: Totalausfall,2020.0,3.0,11.0,13.0
564847,624517,FZT796A,9X39IMPEL.5: 6(unprobed),MT,SMD,SOT223,AU,TA,78684.0,78306.0,292.0,437.0,77577.0,0.9906903685541338,2020-03-18 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT757AD,LEADFRAME DZN 2000 (all over Ag),       296: Grenzwert;        296: Rückstellmuster;        296: Totalausfall;        296: Vision,2020.0,3.0,12.0,18.0
564846,624516,FZT749,9Z09DEGAS.5: 5(unprobed),MT,SMD,SOT223,CU,TA,51412.0,51242.0,74.0,418.0,50750.0,0.9903985012294602,2020-03-13 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT749D,LEADFRAME DZN 2000 (all over Ag),       295: Grenzwert;        295: Rückstellmuster;        295: Totalausfall,2020.0,3.0,11.0,13.0
564845,624515,FZT692B,9Y35KNOCK.7: 4(probed),MT,SMD,SOT223,CU,TA,50242.0,49824.0,110.0,2.0,49712.0,0.9977520873474631,2020-03-11 00:00:00.000,0,,,,,,,,,,,,,npn,FZT653BD,LEADFRAME DZN 2000 (all over Ag),       292: Grenzwert;        292: Rückstellmuster;        292: Totalausfall;        292: Vision,2020.0,3.0,11.0,11.0
564844,624514,FZT692BQ,9Y50BRACE.3: 4(unprobed),MT,SMD,SOT223,AU,TA,50716.0,53568.0,180.0,185.0,53203.0,0.9931862305854241,2020-03-18 00:00:00.000,0,,,,,,,,,,,,,npn,FZT653BD,LEADFRAME DZN 2000 (all over Ag),       178: Grenzwert;        178: Rückstellmuster;        178: Totalausfall;        178: Vision,2020.0,3.0,12.0,18.0
564843,624513,FZT651,9Z12TALKS.4: 13(unprobed),MT,SMD,SOT223,CU,TA,170482.0,170348.0,145.0,725.0,169478.0,0.9948928076643107,2020-03-11 00:00:00.000,0,,,,,,,,,,,,,npn,FZT651D,LEADFRAME DZN 2000 (all over Ag),       295: Grenzwert;        295: Rückstellmuster;        295: Totalausfall;        295: Vision,2020.0,3.0,11.0,11.0
564842,624512,FZT651,9Z13GIDDY.4: 13(unprobed),MT,SMD,SOT223,CU,TA,170482.0,169186.0,123.0,587.0,168476.0,0.9958034352724221,2020-03-10 00:00:00.000,0,,,,,,,,,,,,,npn,FZT651D,LEADFRAME DZN 2000 (all over Ag),       295: Grenzwert;        295: Totalausfall;        295: Vision,2020.0,3.0,11.0,10.0
564841,624511,FZT651,9Z13GIDDY.4: 12(unprobed),MT,SMD,SOT223,CU,TA,157368.0,157881.0,183.0,639.0,157059.0,0.9947935470385924,2020-03-09 00:00:00.000,0,,,,,,,,,,,,,npn,FZT651D,LEADFRAME DZN 2000 (all over Ag),       293: Grenzwert;        293: Rückstellmuster;        293: Totalausfall;        293: Vision,2020.0,3.0,11.0,9.0
564840,624510,FZT603,9Y44RESIN.5: 13(unprobed),MT,SMD,SOT223,CU,TA,173745.0,172301.0,1712.0,1093.0,169496.0,0.9837203498528737,2020-03-16 00:00:00.000,0,,,,,,,,,,,,,npn,FZT603D,LEADFRAME DZN 2000 (all over Ag),       179: Grenzwert;        179: Totalausfall;        289: Rückstellmuster;        289: Vision,2020.0,3.0,12.0,16.0
564839,624509,FZT560,9Z08FUELS.5: 2(unprobed),VT,SMD,SOT223,AU,TA,40394.0,40105.0,7620.0,389.0,32096.0,0.8002992145617753,2020-03-25 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT560D,LEADFRAME DZN 2000 (all over Ag),       154: Grenzwert;        297: Rückstellmuster;        297: Totalausfall,2020.0,3.0,13.0,25.0
564838,624508,FZT458,9Y44MINOR.5: 1(probed),LT,SMD,SOT223,AU,TA,28648.0,28504.0,33.0,44.0,28427.0,0.9972986247544204,2020-03-25 00:00:00.000,0,,,,,,,,,,,,,npn,FZT458D,LEADFRAME DZN 2000 (all over Ag),       289: Rückstellmuster;        294: Grenzwert;        294: Totalausfall;        294: Vision,2020.0,3.0,13.0,25.0
564837,624507,FZT1053A,9Y52VIALS.7: 7(ringprobed); 9Y52VIALS.5: 3(probed); 9Y52VIALS.6: 1(unprobed),HT,SMD,SOT223,CU,TA,96554.0,96048.0,131.0,389.0,95528.0,0.9945860403131768,2020-03-10 00:00:00.000,0,,,,,,,,,,,,,npn,FZT1053AD,LEADFRAME DZN 2000 (all over Ag),       293: Grenzwert;        293: Rückstellmuster;        293: Totalausfall;        293: Vision,2020.0,3.0,11.0,10.0
564836,624506,FZT1053A,9Y52ALIKE.4: 3(probed); 9Y49WATER.5: 3(probed); 9Y52ALIKE.5: 6(unprobed),HT,SMD,SOT223,CU,TA,106415.0,106240.0,350.0,1201.0,104689.0,0.9854009789156627,2020-03-09 00:00:00.000,0,,,,,,,,,,,,,npn,FZT1053AD,LEADFRAME DZN 2000 (all over Ag),       293: Grenzwert;        293: Rückstellmuster;        293: Totalausfall;        293: Vision,2020.0,3.0,11.0,9.0
564835,624505,BSP75N,9Z11EXCEL.6: 10(unprobed); 9Z11EXCEL.4: 1(probed); 9Z11EXCEL.5: 10(ringprobed),SVMOS,SMD,SOT223,AU,TA,114767.0,113983.0,140.0,1706.0,112137.0,0.9838046024407149,2020-03-23 00:00:00.000,0,,,,,,,,,,,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),       289: Grenzwert;        289: Rückstellmuster;        289: Totalausfall;        289: Vision,2020.0,3.0,13.0,23.0
564834,624504,BSP75N,9Y38VERVE.9: 4(ringprobed),SVMOS,SMD,SOT223,AU,TA,21589.0,21404.0,111.0,143.0,21150.0,0.9881330592412633,2020-03-23 00:00:00.000,0,,,,,,,,,,,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),       289: Grenzwert;        289: Rückstellmuster;        289: Totalausfall;        289: Vision,2020.0,3.0,13.0,23.0
564812,624503,ZXMS6005DT8Q,9Y52CRUMB.7: 2(probed),2SVMOS,SMD,SM8,AU,TA,7357.0,7340.0,12.0,297.0,7031.0,0.9579019073569482,2020-04-15 00:00:00.000,0,,,,,,,,,,,,,,,TRÄGERBAND TB 4407-B,       300: Grenzwert;        300: Orientierung;        300: Rückstellmuster;        300: Vision,2020.0,4.0,16.0,15.0
564811,624502,ZXMS6005DT8Q,9Z10LOWLY.6: 12(probed),2SVMOS,SMD,SM8,AU,TA,43278.0,43067.0,73.0,506.0,42488.0,0.9865558316112104,2020-04-15 00:00:00.000,0,,,,,,,,,,,,,,,TRÄGERBAND TB 4407-B,       300: Grenzwert;        300: Orientierung;        300: Rückstellmuster;        300: Totalausfall;        300: Vision,2020.0,4.0,16.0,15.0
564810,624501,ZLDO500T8,9Y48PLAYS.8: 1(probed); 9Y48TIGER.6: 1(probed); 9Y48PLAYS.9: 1(probed),1LT/1IC,SMD,SM8,AU,TA,17878.0,17792.0,7631.0,727.0,9434.0,0.530238309352518,2020-03-18 00:00:00.000,0,,,,,,,,,,,,,,FZT718XD,TRÄGERBAND TB 4408-B,        28: Grenzwert;         28: Orientierung;         28: Rückstellmuster;         28: Totalausfall;         28: Vision,2020.0,3.0,12.0,18.0
564809,624500,ZDT694Q,9Z10DRAYS.4: 2(probed); 9Z10DRAYS.7: 5(probed); 9Z10DRAYS.8: 8(unprobed); 9Z10DRAYS.6: 2(ringprobed); 9Z10DRAYS.5: 4(unprobed),2MT,SMD,SM8,AU,TA,130929.0,130541.0,842.0,839.0,128860.0,0.9871228196505313,2020-03-18 00:00:00.000,0,,,,,,,,,,,,,2npn,2xFZT655BD,TRÄGERBAND TB 4407-B,        28: Rückstellmuster;         28: Totalausfall;         28: Vision;        305: Grenzwert;        305: Orientierung,2020.0,3.0,12.0,18.0
564808,624499,ZDT694Q,9Z05BLURB.3: 4(ringprobed); 9Z05BLURB.4: 10(probed); 9Z05BLURB.5: 2(unprobed),2MT,SMD,SM8,AU,TA,97939.0,97176.0,671.0,235.0,96270.0,0.9906767102988392,2020-03-17 00:00:00.000,978,False,True,Q-Fehler,"ICBO, ICER","<div>7QF ICBO, ICER, Wafer 50% probed</div>

<div>FA bei TH: keine Assemblyfehler</div>

<div>Freigabe</div>",felix-kannemann,2020-03-16 11:54:44.437,felix-kannemann,2020-03-16 09:41:10.453,,,,2npn,2xFZT655BD,TRÄGERBAND TB 4407-B,       294: Rückstellmuster;        296: Grenzwert;        296: Orientierung;        296: Totalausfall;        296: Vision,2020.0,3.0,12.0,17.0
564721,624497,ZVN4306A,9Z03LUNGE.4: 5(unprobed),MOSFET-H,SMD,ELineX,AU,Schüttgut,27150.0,26719.0,474.0,415.0,25830.0,0.9667277966989782,2020-04-07 00:00:00.000,0,,,,,,,,,,,,,n-Kanal,,TRÄGERSTREIFEN EP3,       182: Grenzwert;        182: Totalausfall,2020.0,4.0,15.0,7.0
564719,624496,ZTX953,9Z08LOTTO.6: 5(ringprobed); 9Z04CHAIN.12: 2(ringprobed); 9Z08LOTTO.5: 3(probed),HT,SMD,ELineX,AU,Schüttgut,50170.0,50102.0,305.0,145.0,49652.0,0.9910183226218514,2020-04-03 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT953D,TRÄGERSTREIFEN EP3,       182: Blown On Test;        182: Grenzwert;        182: Totalausfall,2020.0,4.0,14.0,3.0
564717,624495,BS107P,9Y51SLING.5: 2(unprobed),MOSFET-M,SMD,ELineX,AU,Schüttgut,26224.0,26080.0,5.0,101.0,25974.0,0.9959355828220859,2020-04-16 00:00:00.000,0,,,,,,,,,,,,,n-Kanal,BS107PTC,TRÄGERSTREIFEN EP3,       303: Blown On Test;        303: Grenzwert;        303: Totalausfall,2020.0,4.0,16.0,16.0
564456,624370,ZXTP25040DFH,9Z04USING.5: 2(ringprobed),SS6,SMD,LFSOT23,AU,TA,45840.0,45713.0,542.0,144.0,45027.0,0.9849933279373483,2020-03-31 00:00:00.000,995,False,False,Prozessfehler,,"<div>Molden geschweißtes Abdeckband an Leadframe festgeklebt</div>

<div>-&gt; Reinigung Abdeckbänder SOT23 &amp; SOT223</div>",felix-kannemann,2020-03-26 14:08:33.773,ingo-hoerselmann,2020-03-25 09:28:22.203,322; 322,HP40171; HP40171,250; 250,,X25P40DD,LEADFRAME DZN 1020,       310: Grenzwert;        310: Rückstellmuster;        310: Totalausfall,2020.0,3.0,14.0,31.0
564455,624369,ZXTN25050DFH,9Z02FERNS.6: 2(unprobed); 9Z02FERNS.4: 1(probed),SS6,SMD,LFSOT23,AU,TA,66676.0,64928.0,2685.0,566.0,61677.0,0.9499291522917693,2020-03-31 00:00:00.000,0,,,,,,,,,,292; 292; 287,HP40171; HP40171; HP40171,250; 250; 250,,X25N50DD,LEADFRAME DZN 1020,       297: Grenzwert;        297: Rückstellmuster;        297: Totalausfall,2020.0,3.0,14.0,31.0
564454,624368,ZXSC380FH,9Z04PLODS.17: 2(unprobed); 9Z04PLODS.16: 7(probed),IC,SMD,LFSOT23,AU,TA,182389.0,182921.0,118679.0,201.0,64041.0,0.35010195658234977,2020-03-23 00:00:00.000,0,,,,,,,,,,328; 328; 289; 328; 275; 293; 275; 328; 275; 293; 275,AOT40101; AOT40101; AOT40101; AOT40101; HP40369; HP40369; HP40369; HP40369; HP40369; HP40369; HP40369; HP40369,105; 105; 105; 105; 441; 441; 441; 441; 441; 441; 441; 441,,ZXSC380F,LEADFRAME DZN 1020,       294: Ausfall Gurter;        294: Rückstellmuster;        297: Totalausfall;        305: Grenzwert,2020.0,3.0,13.0,23.0
