a_lot,ba,device,wafer_info,device_group,department,package,bond_wire,ship_package,uk_input,final_test_input,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,quality_id,wps,fa,class_name,cause,comment,edit_user,edit_date,create_user,create_date,operator,tester,workplace,transistor_type,chip_configuration,lead_frame,box_class,year,month,week,day
568510,624977,ZXMP10A13F,9Z11ACHED.4: 9(probed),UMOS,SMD,SOT23,CU,TA,178029.0,176565.0,207.0,600.0,175758.0,0.995429445246793,2020-03-30 00:00:00.000,1009,False,True,Ausbeute,,"<div>TP2 89% Ausbeute</div>

<div>TP1,3,4 &gt;97% Ausbeute</div>

<div>9/9 TA Bonddrähte verbogen</div>

<div><font color=red>TP1, 2, 4 (ASA 1V) gesperrt (Warehouse) -&gt; verschrotten</font></div>",felix-kannemann,2020-04-09 14:18:36.510,felix-kannemann,2020-03-31 08:55:05.433,221; 293; 293; 293; 293,HP40186; HP40186; HP40186; HP40186; HP40186,1023; 1023; 1023; 1023; 1023,pMOSe,ZXMP10A13C,TRÄGERBAND TB 401 LS-N  85 my,       187: Grenzwert;        187: Totalausfall;        187: Vision;    2000016: Rückstellmuster,2020.0,3.0,14.0,30.0
568413,"624976, 625430",ZXTP25020CFF,9Y50PASTA.5: 2(probed),SS5,SMD,SOT23F,AU,TA,39774.0,37179.0,718.0,84.0,36377.0,0.978428682858603,2020-04-07 00:00:00.000,0,,,,,,,,,,,,,pnp,,TRÄGERBAND TB 301-6 6-row,       263: Blown on Test;        263: Grenzwert;        263: Kelvin + Orientierung;        263: Rückstellmuster;        263: Totalausfall;        263: Vision Marking + 5S,2020.0,4.0,15.0,7.0
568412,624975,ZXMS6006DT8,9Z03DRILL.4: 17(probed),2SVMOS,SMD,SM8,AU,TA,35376.0,34444.0,213.0,125.0,34106.0,0.9901869701544536,2020-05-20 00:00:00.000,0,,,,,,,,,,,,,,,TRÄGERBAND TB 4407-B,       322: Grenzwert;        322: Totalausfall;        322: Vision,2020.0,5.0,21.0,20.0
568411,624974,ZXMS6004DT8,9Z07SLILY.5: 10(probed),2SVMOS,SMD,SM8,AU,TA,66986.0,67272.0,157.0,692.0,66423.0,0.9873795932929005,2020-04-21 00:00:00.000,0,,,,,,,,,,,,,,,TRÄGERBAND TB 4407-B,       307: Grenzwert;        307: Orientierung;        307: Rückstellmuster;        307: Totalausfall;        307: Vision,2020.0,4.0,17.0,21.0
568410,624973,ZTX958,9Y50IVORY.7: 7(unprobed),HT,SMD,ELineX,AU,STZ,36917.0,36480.0,891.0,830.0,34759.0,0.9528234649122806,2020-04-20 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT958D,TRÄGERSTREIFEN EP3,       300: Blown On Test;        300: Grenzwert;        300: Totalausfall,2020.0,4.0,17.0,20.0
567810,624857,FMMT620-79,9Y40ROTOR.3: 3(probed),ST,SMD,SOT23,AU,TA,55707.0,55575.0,845.0,61.0,54669.0,0.983697705802969,2020-03-25 00:00:00.000,0,,,,,,,,,,293; 292,HP40369; HP40369,441; 441,npn,FMMT620C,TRÄGERBAND TB 401 LS-N  85 my,       289: Ausfall Gurter;        289: Rückstellmuster,2020.0,3.0,13.0,25.0
567809,624856,FMMT618Q,9Z12ABOMB.4: 3(unprobed),ST,SMD,SOT23,AU,TA,55296.0,54563.0,931.0,310.0,53322.0,0.9772556494327658,2020-03-24 00:00:00.000,0,,,,,,,,,,325; 231,HP40186; HP40186,1023; 1023,npn,,TRÄGERBAND TB 401 LS-N  85 my,       187: Grenzwert;        187: Rückstellmuster;        187: Totalausfall;        187: Vision,2020.0,3.0,13.0,24.0
567807,624854,ZXT11N15DF,9Y27MEDIA.7: 2(ringprobed),SS4,SMD,SOT23,AU,TA,37940.0,37010.0,198.0,310.0,36502.0,0.9862739800054039,2020-04-01 00:00:00.000,0,,,,,,,,,,287,HP40171,250,npn,T11N15DC,TRÄGERBAND TB 401 LS-N  85 my,       306: Grenzwert;        306: Rückstellmuster;        306: Totalausfall,2020.0,4.0,14.0,1.0
567806,624853,ZXMP10A13FQ,9Z11ACHED.4: 4(probed),UMOS,SMD,SOT23,AU,TA,76823.0,75527.0,367.0,291.0,74869.0,0.9912878838031433,2020-03-23 00:00:00.000,0,,,,,,,,,,289; 248,HP40186; HP40186,1023; 1023,pMOSe,ZXMP10A13C,TRÄGERBAND TB 401 LS-N  85 my,       141: Grenzwert;        141: Rückstellmuster;        141: Vision,2020.0,3.0,13.0,23.0
567805,624852,FZT953,9Z12REFIT.7: 1(unprobed); 9Z13SHIED.7: 23(unprobed),HT,SMD,SOT223,CU,TA,124656.0,124087.0,451.0,2633.0,121003.0,0.9751464698155327,2020-04-01 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT953D,LEADFRAME DZN 2000 (all over Ag),        28: Datalog;        160: Grenzwert;        160: Totalausfall;        306: Ausfall Gurter;        306: Rückstellmuster;        306: Vision,2020.0,4.0,14.0,1.0
567804,624851,FZT951,9Z12MOONS.8: 12(unprobed); 9Z12MOONS.7: 2(probed); 9Z12MOONS.5: 6(probed); 9Z12MOONS.6: 5(ringprobed),HT,SMD,SOT223,CU,TA,130842.0,130295.0,1640.0,629.0,128026.0,0.9825856709773975,2020-03-23 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT951D,LEADFRAME DZN 2000 (all over Ag),       296: Grenzwert;        296: Rückstellmuster;        296: Totalausfall;        296: Vision,2020.0,3.0,13.0,23.0
567803,624850,FZT853,9Z06LEVEL.6: 18(unprobed); 9Z07BRICK.7: 5(unprobed),HT,SMD,SOT223,CU,TA,122376.0,122232.0,548.0,1124.0,120560.0,0.986321094312455,2020-03-24 00:00:00.000,0,,,,,,,,,,,,,npn,FZT853D,LEADFRAME DZN 2000 (all over Ag),        28: Rückstellmuster;        294: Grenzwert;        294: Vision;        296: Totalausfall,2020.0,3.0,13.0,24.0
566747,624816,ZXTP2012G,9Z07NEPAL.8: 20(unprobed),HT,SMD,SOT223,PD,TA,178742.0,157707.0,1638.0,1981.0,154088.0,0.9770523819488038,2020-03-20 00:00:00.000,974,False,False,Prozessfehler,,"<div>falscher Draht 43µm Cu statt 43µm PdPro, ungefähr 15k von Spule entfernt, Buchungsmenge in catuno korrigieren.</div>

<div><font color=""#22B14C"">ausgeliefert 20.3.</font><font color=""#ED1C24""> Verschrottungsprotokoll &nbsp;15k? -&gt; nicht notwendig</font></div>",felix-kannemann,2020-03-26 14:07:01.047,ingo-hoerselmann,2020-03-11 14:37:58.750,,,,,,LEADFRAME DZN 2000 (all over Ag),       297: Rückstellmuster;        310: Grenzwert;        310: Totalausfall;        310: Vision,2020.0,3.0,12.0,20.0
566746,624815,ZXTN25100DG,9Z10NEIGH.4: 10(probed),SS6,SMD,SOT223,PD,TA,200124.0,200474.0,2858.0,2887.0,194729.0,0.9713429172860321,2020-03-20 00:00:00.000,983,False,True,Q-Fehler,EB-short ,"<div>1 QJ EB-short</div>

<div>FA: Partikel in EB-Graben</div>

<div>2. QJ ebenfalls EB-short</div>

<div>Freigabe</div>",felix-kannemann,2020-03-20 10:41:40.410,felix-kannemann,2020-03-18 10:53:20.490,,,,npn,,LEADFRAME DZN 2000 (all over Ag),       179: Grenzwert;        179: Vision;        289: Rückstellmuster;        306: Totalausfall,2020.0,3.0,12.0,20.0
566745,624814,ZXTN2011G,9Z12OZONE.5: 6(ringprobed),HT,SMD,SOT223,PD,TA,50971.0,41904.0,2425.0,1538.0,37941.0,0.9054266895761741,2020-03-31 00:00:00.000,968,False,True,Ausbeute,"BVCBO, ICBO","<div>P2 rausgerissene Bondpads zweiter Emitterbond, Drahtbonder stoppt nicht, 9k Schrott - Sperrlager, nach Neuanfang Probestück und Crateringtest unauffällig - Ursache unklar, anschließend 16k normal produziert </div>

<div>----</div>

<div>TP1: 24%GW ICER, BVCBO</div>

<div>TP2: 14%GW ICER (9k Bonding-Ausfall aus anderen Posten aufgefüllt)</div>

<div>FA: Emitter- und Basis-Drähte lose, 5/7 Cratering, 1x Chipriss</div>

<div>----</div>

<div>Ausgurten, 24h TC + Nachmessung:</div>

<div>1 Spule aus TP1</div>

<div>1 Spule aus Mitte von TP2</div>

<div>1 Spule am Ende von TP2 (durchmischte Spulen &nbsp;von Nachmess-Summenblatt)</div>

<div>Nachmessung: keine Ausfälle,<font color=""#22B14C""> Freigabe</font></div>",felix-kannemann,2020-03-31 10:06:09.280,ingo-hoerselmann,2020-03-10 14:16:02.327,,,,,,LEADFRAME DZN 2000 (all over Ag),       310: Totalausfall;        310: Vision,2020.0,3.0,14.0,31.0
566744,624813,ZXMP7A17GQ,9Y51POSTS.9: 1(probed); 9Y51POSTS.8: 2(probed),UMOS,SMD,SOT223,AU,TC,21579.0,20989.0,17.0,89.0,20883.0,0.9949497355757778,2020-03-18 00:00:00.000,0,,,,,,,,,,,,,,ZXMP7A17G,LEADFRAME DZN 2000 (all over Ag),       178: Grenzwert;        178: IGSS@27V;        178: Rückstellmuster;        178: Totalausfall;        178: Vision,2020.0,3.0,12.0,18.0
566743,624812,ZXMP7A17GQ,9Y45ASTER.8: 2(probed); 9Y45ASTER.7: 1(probed); 9Y46REINS.4: 10(probed),UMOS,SMD,SOT223,AU,TC,91467.0,90846.0,436.0,861.0,89549.0,0.985723091825727,2020-03-17 00:00:00.000,0,,,,,,,,,,,,,,ZXMP7A17G,LEADFRAME DZN 2000 (all over Ag),       296: Grenzwert;        296: IGSS@27V;        296: Rückstellmuster;        296: Totalausfall;        296: Vision,2020.0,3.0,12.0,17.0
566742,624811,ZXMP6A17G,9Z06LADEN.7: 8(probed),UMOS,SMD,SOT223,CU,TA,53828.0,52310.0,10.0,1241.0,51059.0,0.9760848786082967,2020-03-19 00:00:00.000,0,,,,,,,,,,,,,pMOSe,ZXMP6A17D,LEADFRAME DZN 2000 (all over Ag),       294: Grenzwert;        294: IGSS@27V;        294: Rückstellmuster;        294: Totalausfall;        294: Vision,2020.0,3.0,12.0,19.0
566741,624810,ZXMP6A13G,9Y49BAKED.7: 2(probed); 9Z05LAZED.5: 1(probed),UMOS,SMD,SOT223,AU,TA,54448.0,51884.0,123.0,541.0,51220.0,0.9872022203376764,2020-03-30 00:00:00.000,0,,,,,,,,,,,,,pMOSe,ZXMP6A13D,TRÄGERBAND TB4404-B,       178: Grenzwert;        178: IGSS@27V;        178: Rückstellmuster;        178: Totalausfall;        178: Vision;        179: VGSTH-Fehler,2020.0,3.0,14.0,30.0
566740,624809,ZXMP6A13G,9Y53FLARE.7: 2(probed),UMOS,SMD,SOT223,AU,TA,37341.0,34714.0,4.0,223.0,34487.0,0.9934608515296423,2020-03-27 00:00:00.000,0,,,,,,,,,,,,,pMOSe,ZXMP6A13D,TRÄGERBAND TB4404-B,       289: Grenzwert;        289: IGSS@27V;        289: Rückstellmuster;        289: Totalausfall;        289: Vision,2020.0,3.0,13.0,27.0
566739,624808,ZXMN6A09G,9Z15KETCH.3: 24(probed); 9Z10SIDED.5: 1(probed),UMOS,SMD,SOT223,CU,TA,80133.0,79873.0,17.0,314.0,79542.0,0.9958559212750241,2020-03-13 00:00:00.000,0,,,,,,,,,,,,,nMOSe,ZXMN6A09D,LEADFRAME DZN 2000 (all over Ag),        28: IGSS@27V;        154: Grenzwert;        154: Rückstellmuster;        154: Totalausfall;        154: Vision,2020.0,3.0,11.0,13.0
566738,624807,ZX5T955G,9Z09TOTEM.9: 2(unprobed),HT,SMD,SOT223,PD,TA,17922.0,17855.0,330.0,62.0,17463.0,0.9780453654438532,2020-04-03 00:00:00.000,982,False,True,Q-Fehler,"BVebo/BVcbo, Icer","<div>FT: 4% TA (leere BE wegen Verplastfehler - Vermerk auf PBK bei Vereinzeln, keine Eintragungen beim Moulden), 1,5% GW BVebo/BVcbo, Icer</div>

<div>FA: 2/7 lose Bonddrähte, Cratering </div>

<div>3k ausgurten, 24h TC</div>

<div>Nachmessung: keine elektrischen Fehler, 1 BE Gehäuseunterseite nicht ausgeformt</div>

<div>-&gt; 3k visuelle Kontrolle von unten: i.O. (nur kleine Eindellungen von unten auf einer Spur, keine Qualitätseinbuße)</div>",felix-kannemann,2020-04-03 08:41:54.460,felix-kannemann,2020-03-18 09:19:46.557,,,,,,LEADFRAME DZN 2000 (all over Ag),       263: Grenzwert;        263: Q-Fehler;        263: Rückstellmuster;        263: Totalausfall;        263: Vision,2020.0,4.0,14.0,3.0
566737,624806,ZVP2106G,9Y37ABUZZ.6: 3(unprobed),MOSFET-M,SMD,SOT223,CU,TA,40392.0,40288.0,178.0,502.0,39608.0,0.9831215250198571,2020-03-24 00:00:00.000,0,,,,,,,,,,,,,pMOSe,ZVP2106D,LEADFRAME DZN 2000 (all over Ag),       160: Grenzwert;        160: Totalausfall;        289: Rückstellmuster,2020.0,3.0,13.0,24.0
566736,624805,ZSR330G,9Z09FUZZY.1: 12(probed),IC,SMD,SOT223,AU,TA,107282.0,106385.0,1337.0,100.0,104948.0,0.9864924566433237,2020-03-13 00:00:00.000,0,,,,,,,,,,,,,,ZSR1D,LEADFRAME DZN 2000 (all over Ag),       154: Rückstellmuster;        154: Totalausfall;        154: Vision;        305: Grenzwert,2020.0,3.0,11.0,13.0
566735,624804,FZT951,9Z07VAPID.6: 1(probed); 9Z07VAPID.13: 3(probed); 9Y50USURP.11: 2(unprobed); 9Z07VAPID.10: 3(ringprobed),HT,SMD,SOT223,CU,TA,45794.0,45792.0,222.0,169.0,45401.0,0.991461390635919,2020-03-19 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT951D,LEADFRAME DZN 2000 (all over Ag),       154: Grenzwert;        154: Rückstellmuster;        154: Totalausfall,2020.0,3.0,12.0,19.0
566734,624803,FZT851,9Z08NEARS.7: 15(unprobed),HT,SMD,SOT223,CU,TA,79570.0,79174.0,407.0,1626.0,77141.0,0.9743223785586177,2020-03-26 00:00:00.000,0,,,,,,,,,,,,,npn,FZT851D,LEADFRAME DZN 2000 (all over Ag),       294: Q-Fehler;        296: Ausfall Gurter;        296: Rückstellmuster;        296: Vision;        306: Grenzwert;        306: Totalausfall,2020.0,3.0,13.0,26.0
566733,624802,FZT851,9Z04FLUKE.7: 3(unprobed); 9Z01FLING.10: 1(probed); 9Z04FLUKE.8: 3(ringprobed); 9Z01FLING.9: 1(probed); 9Z04FLUKE.5: 1(probed),HT,SMD,SOT223,CU,TA,44688.0,44688.0,711.0,460.0,43517.0,0.973796097386323,2020-03-25 00:00:00.000,0,,,,,,,,,,,,,npn,FZT851D,LEADFRAME DZN 2000 (all over Ag),       154: Grenzwert;        154: Totalausfall;        289: Ausfall Gurter;        289: Rückstellmuster;        289: Vision,2020.0,3.0,13.0,25.0
566732,624801,FZT753Q,9Z04WAITS.9: 1(ringprobed); 9Z04WAITS.7: 1(probed),MT,SMD,SOT223,AU,TA,24339.0,23796.0,419.0,67.0,23310.0,0.9795763993948563,2020-04-27 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT753D,LEADFRAME DZN 2000 (all over Ag),       187: Grenzwert;        187: Rückstellmuster;        187: Totalausfall;        187: Vision,2020.0,4.0,18.0,27.0
566731,624800,FZT692BQ,9Y50BRACE.3: 4(unprobed),MT,SMD,SOT223,AU,TA,50283.0,53381.0,191.0,335.0,52855.0,0.9901463067383526,2020-04-28 00:00:00.000,0,,,,,,,,,,,,,npn,FZT653BD,LEADFRAME DZN 2000 (all over Ag),       309: Grenzwert;        309: Rückstellmuster;        309: Totalausfall;        309: Vision,2020.0,4.0,18.0,28.0
566730,624799,FZT690B,9Z08COAST.7: 3(unprobed),MT,SMD,SOT223,CU,TA,39342.0,39165.0,777.0,88.0,38300.0,0.9779139537852675,2020-03-19 00:00:00.000,0,,,,,,,,,,,,,npn,FZT651BD,LEADFRAME DZN 2000 (all over Ag),        28: Totalausfall;        154: Grenzwert;        294: Grenzwert;        294: Rückstellmuster;        294: Vision;        297: Q-Fehler,2020.0,3.0,12.0,19.0
566729,624798,FZT658,9Y52CYNIC.5: 3(ringprobed); 9Y52CYNIC.7: 2(unprobed),MT,SMD,SOT223,AU,TA,55371.0,55191.0,289.0,163.0,54739.0,0.9918102589190266,2020-04-06 00:00:00.000,0,,,,,,,,,,,,,npn,FZT658D,LEADFRAME DZN 2000 (all over Ag),       177: Grenzwert;        177: Rückstellmuster;        177: Totalausfall;        177: Vision,2020.0,4.0,15.0,6.0
566728,624797,FZT653,9Z06ADAGE.4: 1(probed); 9Z06FOULS.4: 11(unprobed),MT,SMD,SOT223,CU,TA,156588.0,156363.0,1328.0,1102.0,153933.0,0.9844592390782986,2020-03-18 00:00:00.000,0,,,,,,,,,,,,,npn,FZT653D,LEADFRAME DZN 2000 (all over Ag),       179: Grenzwert;        179: Totalausfall;        296: Rückstellmuster;        296: Vision,2020.0,3.0,12.0,18.0
566727,624796,FZT653,9Z02BONDS.8: 1(unprobed); 9Z06FOULS.4: 11(unprobed),MT,SMD,SOT223,CU,TA,157368.0,157104.0,1033.0,703.0,155368.0,0.9889499949078318,2020-03-17 00:00:00.000,0,,,,,,,,,,,,,npn,FZT653D,LEADFRAME DZN 2000 (all over Ag),       154: Grenzwert;        154: Rückstellmuster;        154: Totalausfall;        154: Vision,2020.0,3.0,12.0,17.0
566726,624795,FZT651,9Z07PALLS.5: 7(unprobed),MT,SMD,SOT223,CU,TC,90840.0,90140.0,117.0,664.0,89359.0,0.9913357000221877,2020-03-13 00:00:00.000,0,,,,,,,,,,,,,npn,FZT651D,LEADFRAME DZN 2000 (all over Ag),       306: Grenzwert;        306: Rückstellmuster;        306: Totalausfall;        306: Vision,2020.0,3.0,11.0,13.0
566725,624794,FZT651,9Z13GAZED.5: 6(unprobed),MT,SMD,SOT223,CU,TA,78684.0,78617.0,58.0,562.0,77997.0,0.9921136649834006,2020-03-13 00:00:00.000,0,,,,,,,,,,,,,npn,FZT651D,LEADFRAME DZN 2000 (all over Ag),        28: Rückstellmuster;         28: Vision;        154: Grenzwert;        154: Totalausfall,2020.0,3.0,11.0,13.0
566724,624793,FZT651,9Z12TALKS.4: 12(unprobed),MT,SMD,SOT223,CU,TA,157368.0,157078.0,201.0,667.0,156210.0,0.994474082939686,2020-03-13 00:00:00.000,0,,,,,,,,,,,,,npn,FZT651D,LEADFRAME DZN 2000 (all over Ag),       141: Grenzwert;        141: Rückstellmuster;        141: Totalausfall;        141: Vision,2020.0,3.0,11.0,13.0
566723,624792,FZT1051A,9Y44GARBS.5: 3(unprobed); 9Y44GARBS.6: 3(unprobed); 9Y44GARBS.4: 1(probed),HT,SMD,SOT223,CU,TA,62178.0,61488.0,234.0,257.0,60997.0,0.9920147020556856,2020-03-16 00:00:00.000,0,,,,,,,,,,,,,npn,FZT1051AD,LEADFRAME DZN 2000 (all over Ag),       294: Rückstellmuster;        294: Totalausfall;        294: Vision;        296: Grenzwert,2020.0,3.0,12.0,16.0
566722,624791,BSP75N,9Z13OILER.4: 3(probed); 9Z13OILER.5: 10(ringprobed),SVMOS,SMD,SOT223,AU,TA,70528.0,70220.0,454.0,1572.0,68194.0,0.9711478211335802,2020-03-24 00:00:00.000,0,,,,,,,,,,,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),       289: Grenzwert;        289: Totalausfall;        289: Vision;        294: Rückstellmuster,2020.0,3.0,13.0,24.0
566721,624790,BSP75NQ,9Z13OILER.6: 12(unprobed),SVMOS,SMD,SOT223,AU,TA,66328.0,66119.0,519.0,1071.0,64529.0,0.9759524493715875,2020-03-23 00:00:00.000,0,,,,,,,,,,,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),       297: Grenzwert;        297: Rückstellmuster;        297: Totalausfall;        297: Vision,2020.0,3.0,13.0,23.0
566720,624789,ZXTN23015CFH,9Z11SNOEK.4: 1(unprobed); 9Z11SNOEK.3: 3(probed),SS6,SMD,LFSOT23,AU,TA,39106.0,38710.0,250.0,144.0,38316.0,0.9898217514854043,2020-03-30 00:00:00.000,0,,,,,,,,,,287; 287,HP40171; HP40171,250; 250,,X23N15CD,LEADFRAME DZN 1011,       178: Grenzwert;        178: Rückstellmuster;        178: Totalausfall,2020.0,3.0,14.0,30.0
566719,624788,ZXTN2018F,9Z06BYWAY.4: 4(unprobed),SS6,SMD,LFSOT23,AU,TA,40836.0,39787.0,446.0,1557.0,37784.0,0.9496569231155905,2020-04-06 00:00:00.000,0,,,,,,,,,,331; 328,HP40369; HP40369,441; 441,,X23N50BD,LEADFRAME DZN 1011,       177: Ausfall Gurter;        177: Rückstellmuster,2020.0,4.0,15.0,6.0
566718,624787,ZXCT1008QF,9Z03WRIST.2: 9(probed),IC,SMD,LFSOT23,AU,TC,122157.0,121802.0,38163.0,2.0,83637.0,0.6866636015828969,2020-04-02 00:00:00.000,1033,True,False,Ausbeute,Iout,<div>WPS16/2020</div>,christoph-siebert,2020-04-27 13:11:44.717,christoph-siebert,2020-04-27 10:54:47.890,287; 292; 331,AOT40101; AOT40101; AOT40101,103; 103; 103,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,       289: Grenzwert;        296: CJ1-Leakage;        296: Grenzwert;        296: Iout offen;        296: Load offen;        296: NoStart@2.5V;        296: Totalausfall;        296: Vin offen;        310: Ausfall Gurter;        310: Rückstellmuster;        310: Vision,2020.0,4.0,14.0,2.0
566717,624786,ZXCT1008F,9Z03WRIST.2: 8(probed),IC,SMD,LFSOT23,AU,TA,111351.0,110988.0,35894.0,31.0,75063.0,0.676316358525246,2020-03-31 00:00:00.000,1032,True,False,Ausbeute,Iout,<div>WPS16/2020</div>,christoph-siebert,2020-04-27 13:11:53.390,christoph-siebert,2020-04-27 10:53:39.917,292; 275; 275,AOT40101; AOT40101; AOT40101,103; 103; 103,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,       150: Grenzwert;        150: NoStart@2.5V;        150: Totalausfall;        289: CJ1-Leakage;        289: Grenzwert;        289: NoStart@2.5V;        289: Totalausfall;        294: NoStart@2.5V;        306: Ausfall Gurter;        306: Rückstellmuster;        306: Vision,2020.0,3.0,14.0,31.0
566716,624785,ZR431F01,9Z07BELCH.5: 2(ringprobed); 9Z03BUSES.9: 5(ringprobed),IC,SMD,LFSOT23,AU,TA,140024.0,138235.0,2303.0,383.0,135549.0,0.9805693203602561,2020-04-02 00:00:00.000,0,,,,,,,,,,331; 287; 331,HP40369; HP40369; HP40369,441; 441; 441,,ZR43101XF,LEADFRAME DZN 1020,       310: Ausfall Gurter;        310: Rückstellmuster,2020.0,4.0,14.0,2.0
566715,624784,ZMR500F,9Y48INDIA.6: 4(unprobed),IC,SMD,LFSOT23,AU,TA,81541.0,81299.0,324.0,958.0,80017.0,0.9842310483523783,2020-03-30 00:00:00.000,0,,,,,,,,,,,,,,ZMR500XF,LEADFRAME DZN 1011,       178: Grenzwert;        178: Rückstellmuster;        178: Totalausfall,2020.0,3.0,14.0,30.0
566714,624783,ZHT431F01,9Y53AHEAD.4: 2(unprobed),IC,SMD,LFSOT23,AU,TA,40776.0,40442.0,91.0,262.0,40089.0,0.9912714504722813,2020-03-31 00:00:00.000,0,,,,,,,,,,275; 331,AOT40101; HP40369,105; 441,,ZR43101XF,LEADFRAME DZN 1020,       178: GND offen;        178: Grenzwert;        178: Iz_off >25nA;        178: Totalausfall;        178: Vref offen;        178: Vz offen;        296: Ausfall Gurter;        296: Rückstellmuster,2020.0,3.0,14.0,31.0
566713,624782,ZRC250F01,9Z07MALAY.25: 2(unprobed),IC,SMD,SOT23,AU,TA,42220.0,42060.0,896.0,76.0,41088.0,0.9768901569186876,2020-03-19 00:00:00.000,0,,,,,,,,,,229,HP40171,250,,ZR28501C,TRÄGERBAND TB 401 L-A veredelt,       154: Grenzwert;        154: Rückstellmuster;        154: Totalausfall,2020.0,3.0,12.0,19.0
566712,624781,ZR40402F25,9Y40CANDY.12: 3(probed),IC,SMD,SOT23,AU,TA,60130.0,60031.0,1238.0,337.0,58456.0,0.9737635554963269,2020-03-23 00:00:00.000,1001,False,True,Ausbeute,,"<div>TP1 ~98% ASAII</div>

<div>TP2 ~85% ASA1V</div>

<div>messtechnisch mehr leere als Leerverplastungen</div>

<div>FA bei MK: <font color=red>aufliegende Bonddrähte (auch Gut-BE), TP2 gesperrt</font></div>",felix-kannemann,2020-04-02 11:53:52.677,martin-krausse,2020-03-25 15:43:00.390,328; 328,HP40171; HP40171,250; 250,,ZRA25002C,TRÄGERBAND TB 401 L-A veredelt,       300: Grenzwert;        300: Rückstellmuster;        300: Totalausfall,2020.0,3.0,13.0,23.0
566711,624780,FMMT720Q,9Z12MACRO.6: 2(probed); 9Z12MACRO.5: 1(ringprobed),ST,SMD,SOT23,AU,TA,51501.0,51386.0,640.0,187.0,50559.0,0.983906122290118,2020-03-23 00:00:00.000,0,,,,,,,,,,289,HP40186,1023,pnp,FMMT720C,TRÄGERBAND TB 401 LS-N  85 my,       178: Grenzwert;        178: Rückstellmuster;        178: Totalausfall;        178: Vision,2020.0,3.0,13.0,23.0
566710,"624779, 625552",FMMT614-7-55,9Z02BASKS.7: 5(unprobed),HT,SMD,SOT23,AU,TA,141660.0,141144.0,460.0,124.0,140560.0,0.99586238168112,2020-03-25 00:00:00.000,1014,False,True,Allg. & ZVR.,,"<div>TP4 auf ASA 1V, 99,5% Ausbeute</div>

<div>9/11 TA aufliegende Drähte</div>

<div><font color=red>TP4 gesperrt -&gt; verschrotten</font></div>",felix-kannemann,2020-04-09 14:18:12.573,felix-kannemann,2020-04-02 11:39:43.340,225; 328; 293; 293; 229; 225; 293; 304; 231; 225; 225,AOT40101; AOT40101; AOT40101; AOT40101; AOT40101; AOT40101; AOT40101; HP40186; HP40186; HP40186; HP40186,105; 105; 105; 105; 105; 105; 105; 1023; 1023; 1023; 1023,npn,ZTX614C,TRÄGERBAND TB 401 LS-N  85 my,       150: Ausfall Gurter;        150: Rückstellmuster;        150: Vision;        289: Blown on Test;        289: Grenzwert;        289: ICBO-Fehler;        289: ICES-Fehler;        289: IEBO-Fehler;        289: Kelvin;        289: RTHI-Fehler;        289: Rückstellmuster;        289: Totalausfall;        289: VCESAT-Fehler;        294: Ausfall Gurter;        294: Q-Fehler;        294: Vision;        296: Ausfall Gurter;        296: Blown on Test;        296: Grenzwert;        296: ICBO-Fehler;        296: ICES-Fehler;        296: IEBO-Fehler;        296: Kelvin;        296: Kurzschluss;        296: Leer;        296: Q-Fehler;        296: RTHI-Fehler;        296: Totalausfall;        296: VBESAT-Fehler;        296: VCESAT-Fehler;        296: Vision;        308: Blown on Test;        308: ICBO-Fehler;        308: ICES-Fehler;        308: Totalausfall;        428: QA-Samples 100x,2020.0,3.0,13.0,25.0
566708,624777,ZXMS6004FF,9Z07LEAPS.4: 11(probed),SVMOS,SMD,SOT23F,AU,TA,144816.0,141716.0,68.0,591.0,141057.0,0.9953498546388552,2020-04-03 00:00:00.000,0,,,,,,,,,,293; 275; 293,HP40141N; HP40141N; HP40141N,484; 484; 484,,,TRÄGERBAND TB 301-6 6-row,       263: Blown on Test;        263: Grenzwert;        263: Kelvin + Orientierung;        263: Rückstellmuster;        263: Totalausfall;        263: Vision Marking + 5S,2020.0,4.0,14.0,3.0
566707,624776,ZXMS6004FFQ,9Z07LEAPS.4: 11(probed),SVMOS,SMD,SOT23F,AU,TA,146709.0,140544.0,263.0,31.0,140250.0,0.9979081284153005,2020-04-01 00:00:00.000,0,,,,,,,,,,275; 221; 275,HP40141N; HP40141N; HP40141N,484; 484; 484,,,TRÄGERBAND TB 301-6 6-row,       306: Blown on Test;        306: Grenzwert;        306: Kelvin + Orientierung;        306: Rückstellmuster;        306: Totalausfall;        306: Vision Marking + 5S,2020.0,4.0,14.0,1.0
