index,a_lot,device,wafer_info,device_group,package,bond_wire,ship_package,final_test_output,final_test_yield,delivery_date,quality_id,release,scrapped,transistor_type,chip_configuration,lead_frame,soft_solder,ongoing_process,ongoing_input,ongoing_reject,ongoing_output,ongoing_done_date,beginning_process,beginning_input,beginning_reject,beginning_output,beginning_done_date,progress,progress2,current_step,comment_for_lot_step,progress2_comment_2
6002,444257,ZXCT1008QF,9X30SHINE.2: 17(probed),IC,LFSOT23,AU,TC,196242.0,80.36,2018-08-20,0,,,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,AUSLIEFERN,190000.0,0.0,190000.0,2018-08-20 00:00:00,SÄGEN,244683.0,0.0,244683.0,2018-08-05 00:00:00,0.7765149193037522,1.0057486475327397,AUSLIEFERN,Ausgeliefert,Erledigt
6003,444256,ZXCT1008F,9X30SHINE.2: 7(probed),IC,LFSOT23,AU,TA,91442.0,88.81,2018-08-21,0,,,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,AUSLIEFERN,93000.0,0.0,93000.0,2018-08-21 00:00:00,SÄGEN,103744.0,0.0,103744.0,2018-08-10 00:00:00,0.8964373843306601,1.0206657374584325,AUSLIEFERN,Ausgeliefert,Erledigt
6004,444255,ZMR500F,9X22TALON.8: 6(unprobed),IC,LFSOT23,AU,TA,120059.0,98.51,2018-09-10,0,,,,ZMR500XF,LEADFRAME DZN 1011,,AUSLIEFERN,120000.0,0.0,120000.0,2018-09-10 00:00:00,SÄGEN,122261.0,0.0,122261.0,2018-08-23 00:00:00,0.9815067764863693,1.005479865265698,AUSLIEFERN,Ausgeliefert,Erledigt
6005,444254,ZMR330F,9X26TWEED.9: 6(probed),IC,LFSOT23,AU,TA,117764.0,98.19,2018-09-07,0,,,,ZMR330F,LEADFRAME DZN 1011,,AUSLIEFERN,117000.0,0.0,117000.0,2018-09-07 00:00:00,SÄGEN,120852.0,0.0,120852.0,2018-08-22 00:00:00,0.9681263032469467,1.0056989607777405,AUSLIEFERN,Ausgeliefert,Erledigt
6006,444253S,ZXMP3A13F,9X25BELAY.4: 3(probed),UMOS,SOT23,CU,TA,54193.0,98.14,2018-08-27,0,,,pMOSe,ZXMP3A13C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,51000.0,0.0,51000.0,2018-08-27 00:00:00,SÄGEN,58118.0,0.0,58118.0,2018-08-14 00:00:00,0.8775250352730651,1.0058774801782968,AUSLIEFERN,Ausgeliefert,Erledigt
6007,444252,ZXMP10A13FQ,9X25VIRAL.6: 4(probed),UMOS,SOT23,AU,TA,75972.0,99.31,2018-08-14,0,,,pMOSe,ZXMP10A13C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,75000.0,0.0,75000.0,2018-08-14 00:00:00,SÄGEN,77412.0,0.0,77412.0,2018-08-03 00:00:00,0.9688420399937994,0.9982430921578023,AUSLIEFERN,Ausgeliefert,Erledigt
6008,444251S,ZXMN6A07FQ,9X27WISER.3: 6(probed),UMOS,SOT23,AU,TA,113366.0,98.17,2018-08-17,0,,,nMOSe,ZXMN6A07C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,111000.0,0.0,111000.0,2018-08-17 00:00:00,SÄGEN,113667.0,0.0,113667.0,2018-08-09 00:00:00,0.9765367256987516,1.0244861417482718,AUSLIEFERN,Ausgeliefert,Erledigt
6009,444250,FMMT634Q,9X23LAPSE.3: 2(probed),ST,SOT23,AU,TA,32080.0,97.81,2018-08-13,0,,,npn,,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,33000.0,0.0,33000.0,2018-08-13 00:00:00,SÄGEN,37076.0,0.0,37076.0,2018-08-06 00:00:00,0.8900636530370051,1.0390755376428729,AUSLIEFERN,Ausgeliefert,Erledigt
6010,444249,FMMT617,9X32BATON.3: 13(unprobed),ST,SOT23,CU,TA,243898.0,96.56,2018-08-27,0,,,npn,FMMT617C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,240000.0,0.0,240000.0,2018-08-27 00:00:00,SÄGEN,253919.0,0.0,253919.0,2018-08-15 00:00:00,0.9451833064875019,1.0059097196026656,AUSLIEFERN,Ausgeliefert,Erledigt
6011,444248,FMMT591,9X31REINS.5: 1(unprobed),HT,SOT23,CU,TA,30358.0,94.34,2018-08-21,0,,,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,30000.0,0.0,30000.0,2018-08-21 00:00:00,SÄGEN,32283.0,0.0,32283.0,2018-08-13 00:00:00,0.9292816652727441,1.015640869388584,AUSLIEFERN,Ausgeliefert,Erledigt
6012,444247,FMMT591Q,9X31REINS.5: 2(unprobed),HT,SOT23,AU,TC,64024.0,99.19,2018-08-13,0,,,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,60000.0,0.0,60000.0,2018-08-13 00:00:00,SÄGEN,64630.0,0.0,64630.0,2018-08-03 00:00:00,0.9283614420547733,1.0042009071281528,AUSLIEFERN,Ausgeliefert,Erledigt
6013,444246,FMMT591Q,9X31REINS.5: 1(unprobed),HT,SOT23,AU,TA,30818.0,99.25,2018-08-13,0,,,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,36000.0,0.0,36000.0,2018-08-13 00:00:00,SÄGEN,31834.0,0.0,31834.0,2018-08-05 00:00:00,1.1308663692906955,1.1563664396762174,AUSLIEFERN,Ausgeliefert,Erledigt
6014,444245,FMMT558,9X33BOSUN.5: 6(unprobed),HT,SOT23,AU,TA,192959.0,99.2,2018-08-22,0,,,pnp,ZTX558C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,192000.0,0.0,192000.0,2018-08-22 00:00:00,SÄGEN,194945.0,0.0,194945.0,2018-08-03 00:00:00,0.9848931749980764,1.0046464900163254,AUSLIEFERN,Ausgeliefert,Erledigt
6015,444244,FMMT558Q,9X33BOSUN.5: 1(unprobed),HT,SOT23,AU,TA,31644.0,98.21,2018-08-14,0,,,pnp,ZTX558C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,30000.0,0.0,30000.0,2018-08-14 00:00:00,SÄGEN,32469.0,0.0,32469.0,2018-08-03 00:00:00,0.9239582370876837,1.0003668011604254,AUSLIEFERN,Ausgeliefert,Erledigt
6016,444236,ZXMS6004SG,9X27BABAS.5: 1(probed),SVMOS,SOT223,AU,TA,13307.0,99.14,2018-09-03,0,,,,,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,14000.0,0.0,14000.0,2018-09-03 00:00:00,SÄGEN,13518.0,0.0,13518.0,2018-08-14 00:00:00,1.035656162154165,1.0535028971329672,AUSLIEFERN,Ausgeliefert,Erledigt
6017,444235,ZXMS6004SG,9X24ORDER.13: 2(probed); 9X24ORDER.14: 1(probed),SVMOS,SOT223,AU,TA,40824.0,98.45,2018-09-03,0,,,,,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,40000.0,0.0,40000.0,2018-09-03 00:00:00,SÄGEN,41813.0,0.0,41813.0,2018-08-14 00:00:00,0.9566402793389616,1.011020119300374,AUSLIEFERN,Ausgeliefert,Erledigt
6018,444234,ZXMS6004DG,9X24ORDER.13: 3(probed),SVMOS,SOT223,AU,TA,41319.0,98.9,2018-08-29,0,,,,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,41000.0,0.0,41000.0,2018-08-29 00:00:00,SÄGEN,41886.0,0.0,41886.0,2018-08-14 00:00:00,0.9788473475624314,1.032173606565631,AUSLIEFERN,Ausgeliefert,Erledigt
6019,444233S,ZXMP7A17GQ,9X31TWAIN.4: 3(probed),UMOS,SOT223,AU,TA,21978.0,99.1,2018-08-27,0,,,,ZXMP7A17G,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,22000.0,0.0,22000.0,2018-08-27 00:00:00,SÄGEN,22199.0,0.0,22199.0,2018-08-20 00:00:00,0.9910356322356862,1.0075566750629723,AUSLIEFERN,Ausgeliefert,Erledigt
6020,444232S,ZXMP6A17G,9X23MOLTS.4: 9(probed),UMOS,SOT223,AU,TA,62535.0,98.7,2018-08-24,0,,,pMOSe,ZXMP6A17D,TRÄGERBAND TB4404-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,63000.0,0.0,63000.0,2018-08-24 00:00:00,SÄGEN,64186.0,0.0,64186.0,2018-08-18 00:00:00,0.9815224503785872,1.0191701043436059,AUSLIEFERN,Ausgeliefert,Erledigt
6021,444231,ZVP0545G,9X30DRIPS.5: 3(probed),MOSFET-M,SOT223,AU,TA,34784.0,92.22,2018-09-24,0,,,pMOSe,ZVP0545XD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,34000.0,0.0,34000.0,2018-09-24 00:00:00,SÄGEN,37885.0,0.0,37885.0,2018-09-07 00:00:00,0.897452817737891,1.0002942041776994,AUSLIEFERN,Ausgeliefert,Erledigt
6022,444230,FZT955,9X29PAPUA.4: 10(unprobed),HT,SOT223,CU,TA,51774.0,98.7,2018-09-12,0,,,pnp,,TRÄGERBAND TB4404-B,MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,51000.0,0.0,51000.0,2018-09-12 00:00:00,SÄGEN,52417.0,0.0,52417.0,2018-08-14 00:00:00,0.9729667855848293,1.0028118056511395,AUSLIEFERN,Ausgeliefert,Erledigt
6023,444229,FZT955,9X29PAPUA.4: 9(unprobed),HT,SOT223,CU,TA,46406.0,98.08,2018-09-12,0,,,pnp,FZT955D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,45000.0,0.0,45000.0,2018-09-12 00:00:00,SÄGEN,47219.0,0.0,47219.0,2018-08-14 00:00:00,0.9530062051292911,1.011758886615554,AUSLIEFERN,Ausgeliefert,Erledigt
6024,444228,FZT951,9X31TIGHT.4: 13(unprobed); 9X32CANED.4: 25(unprobed),HT,SOT223,CU,TA,191736.0,95.03,2018-08-29,0,,,pnp,FZT951D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,192000.0,0.0,192000.0,2018-08-29 00:00:00,SÄGEN,202284.0,0.0,202284.0,2018-08-11 00:00:00,0.9491605861066619,1.00500934344624,AUSLIEFERN,Ausgeliefert,Erledigt
6025,444227,FZT951,9X31IMAGE.4: 21(unprobed); 9X31IMAGE.5: 4(unprobed),HT,SOT223,CU,TA,123014.0,97.74,2018-08-29,0,,,pnp,FZT951D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,122000.0,0.0,122000.0,2018-08-29 00:00:00,SÄGEN,131202.0,0.0,131202.0,2018-08-10 00:00:00,0.9298638740263105,1.0023991849344331,AUSLIEFERN,Ausgeliefert,Erledigt
6026,444226,FZT949,9X31BOOKS.6: 1(probed); 9X31BOOKS.7: 18(unprobed); 9X26FAINT.6: 3(probed),HT,SOT223,CU,TA,112132.0,96.78,2018-09-10,0,,,pnp,FZT949D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,111000.0,0.0,111000.0,2018-09-19 00:00:00,SÄGEN,115914.0,0.0,115914.0,2018-08-08 00:00:00,0.9576065013717067,1.0018502640010831,AUSLIEFERN,Ausgeliefert,Erledigt
6027,444225,FZT853,9X29AWARD.4: 8(unprobed),HT,SOT223,CU,TA,40323.0,97.04,2018-09-11,0,,,npn,FZT853D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,41000.0,0.0,41000.0,2018-09-11 00:00:00,SÄGEN,41696.0,0.0,41696.0,2018-08-13 00:00:00,0.9833077513430545,1.01477613048536,AUSLIEFERN,Ausgeliefert,Erledigt
6028,444224,FZT851,9X23TRULY.8: 1(unprobed); 9X23TRULY.7: 1(probed),HT,SOT223,CU,TA,10096.0,96.36,2018-09-11,0,,,npn,FZT851D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,10000.0,0.0,10000.0,2018-09-11 00:00:00,SÄGEN,10544.0,0.0,10544.0,2018-08-08 00:00:00,0.9484066767830045,1.0035122930255895,AUSLIEFERN,Ausgeliefert,Erledigt
6029,444223,FZT753Q,9X29UNCUT.4: 4(unprobed),MT,SOT223,AU,TC,50851.0,98.19,2018-08-28,0,,,pnp,FZT753D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,52000.0,0.0,52000.0,2018-08-28 00:00:00,SÄGEN,52028.0,0.0,52028.0,2018-08-13 00:00:00,0.9994618282463289,1.0324630199543334,AUSLIEFERN,Ausgeliefert,Erledigt
6030,444222,FZT753Q,9X29UNCUT.4: 4(unprobed),MT,SOT223,AU,TA,51413.0,98.71,2018-08-30,0,,,pnp,FZT753D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,52000.0,0.0,52000.0,2018-08-30 00:00:00,SÄGEN,52012.0,0.0,52012.0,2018-08-13 00:00:00,0.999769284011382,1.0137045051367526,AUSLIEFERN,Ausgeliefert,Erledigt
6031,444221,FZT705,9X30PRAWN.5: 15(unprobed),MT,SOT223,CU,TA,196759.0,97.81,2018-08-20,0,,,pnp,FZT705D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,195000.0,0.0,195000.0,2018-08-20 00:00:00,SÄGEN,201570.0,0.0,201570.0,2018-08-09 00:00:00,0.9674058639678523,0.9979427027358984,AUSLIEFERN,Ausgeliefert,Erledigt
6032,444220,FZT653,9X28THAWS.4: 1(probed); 9X28THAWS.5: 5(unprobed),MT,SOT223,CU,TA,76636.0,99.47,2018-09-04,0,,,npn,FZT653D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,76000.0,0.0,76000.0,2018-09-04 00:00:00,SÄGEN,77318.0,0.0,77318.0,2018-08-05 00:00:00,0.9829535166455418,1.001871918584724,AUSLIEFERN,Ausgeliefert,Erledigt
6033,444219,FZT653,9X28SHEIK.3: 21(unprobed); 9X28SHEIK.4: 1(probed),MT,SOT223,CU,TA,281971.0,99.61,2018-09-03,0,,,npn,FZT653D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,282000.0,0.0,282000.0,2018-09-03 00:00:00,SÄGEN,284274.0,0.0,284274.0,2018-08-05 00:00:00,0.9920006754047151,1.0069378733614942,AUSLIEFERN,Ausgeliefert,Erledigt
6034,444218,FZT653,9X28GLOBE.3: 20(unprobed),MT,SOT223,CU,TA,255146.0,99.02,2018-08-31,0,,,npn,FZT653D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,255000.0,0.0,255000.0,2018-08-31 00:00:00,SÄGEN,257773.0,0.0,257773.0,2018-08-03 00:00:00,0.9892424730285949,1.0020118826820912,AUSLIEFERN,Ausgeliefert,Erledigt
6035,444217,FZT653,9X27MITES.7: 1(probed); 9X27MITES.9: 8(unprobed),MT,SOT223,CU,TA,114160.0,99.11,2018-08-30,0,,,npn,FZT653D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,114000.0,0.0,114000.0,2018-08-30 00:00:00,SÄGEN,115194.0,0.0,115194.0,2018-08-03 00:00:00,0.9896348768165009,1.0014142780593644,AUSLIEFERN,Ausgeliefert,Erledigt
6036,444216,FZT560,9X29CAIRN.6: 5(unprobed),VT,SOT223,AU,TA,100007.0,99.22,2018-09-13,0,,,pnp,FZT560D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.254MM,AUSLIEFERN,100000.0,0.0,100000.0,2018-09-13 00:00:00,SÄGEN,100985.0,0.0,100985.0,2018-08-17 00:00:00,0.9902460761499232,1.000070004900343,AUSLIEFERN,Ausgeliefert,Erledigt
6037,444215,FZT560Q,9X29CAIRN.6: 3(unprobed),VT,SOT223,AU,TC,59931.0,99.1,2018-08-31,0,,,pnp,FZT560D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.254MM,AUSLIEFERN,64000.0,0.0,64000.0,2018-08-31 00:00:00,SÄGEN,60591.0,0.0,60591.0,2018-08-17 00:00:00,1.0562624812265848,1.0679482045120812,AUSLIEFERN,Ausgeliefert,Erledigt
6038,444214,FZT560Q,9X29CAIRN.6: 2(unprobed),VT,SOT223,AU,TA,40074.0,99.39,2018-08-31,0,,,pnp,FZT560D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.254MM,AUSLIEFERN,39000.0,0.0,39000.0,2018-08-31 00:00:00,SÄGEN,40394.0,0.0,40394.0,2018-08-16 00:00:00,0.9654899242461752,1.0241865595209958,AUSLIEFERN,Ausgeliefert,Erledigt
6039,444192,ZXMS6005DT8Q,9X28ASSES.5: 23(probed),2SVMOS,SM8,AU,TA,85900.0,99.12,2018-08-20,0,,,,,TRÄGERBAND TB 4407-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,85000.0,0.0,85000.0,2018-08-20 00:00:00,SÄGEN,84598.0,0.0,84598.0,2018-08-06 00:00:00,1.0047518853873614,1.0252080569292004,AUSLIEFERN,Ausgeliefert,Erledigt
6040,444191S,ZXMHC3A01T8,9X14EXERT.5: 7(probed); 9X14EXERT.7: 1(probed); 9X26LOINS.3: 8(probed),4UMOS-D,SM8,AU,TA,60611.0,85.99,2018-09-26,554,True,False,,2xZXMN3A01D,TRÄGERBAND TB 4408-B,MICROBOND SOFT SOLDER WIRE 0.254MM,AUSLIEFERN,32000.0,0.0,32000.0,2018-09-26 00:00:00,SÄGEN,70728.0,0.0,70728.0,2018-08-29 00:00:00,0.45243750706933605,0.5446808510638298,AUSLIEFERN,Ausgeliefert,Läuft
6041,444190S,ZXMHC3A01T8,9X26LOINS.3: 3(probed); 9X14EXERT.5: 3(probed),4UMOS-D,SM8,AU,TA,23294.0,86.75,2018-09-28,549,False,False,,2xZXMN3A01D,TRÄGERBAND TB 4408-B,MICROBOND SOFT SOLDER WIRE 0.254MM,AUSLIEFERN,23000.0,0.0,23000.0,2018-09-28 00:00:00,SÄGEN,26340.0,0.0,26340.0,2018-08-29 00:00:00,0.8731966590736523,1.2814798306217963,AUSLIEFERN,Ausgeliefert,Erledigt
6042,444189S,ZXMHC3A01T8,9X26LOINS.3: 1(probed); 9W52FORKS.5: 1(probed),4UMOS-D,SM8,AU,TA,7575.0,86.35,2018-09-27,0,,,,2xZXMN3A01D,TRÄGERBAND TB 4408-B,MICROBOND SOFT SOLDER WIRE 0.254MM,AUSLIEFERN,8000.0,0.0,8000.0,2018-09-27 00:00:00,SÄGEN,8886.0,0.0,8886.0,2018-08-29 00:00:00,0.9002925950934053,1.0577813037154569,AUSLIEFERN,Ausgeliefert,Erledigt
6043,444188,ZDT6790,9X30MUDDY.4: 6(unprobed); 9X30JAMES.5: 6(probed),2MT,SM8,CU,TA,72205.0,99.51,2018-08-21,0,,,pnp-npn,,TRÄGERBAND TB 4407-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,72000.0,0.0,72000.0,2018-08-21 00:00:00,SÄGEN,72825.0,0.0,72825.0,2018-08-08 00:00:00,0.9886714727085479,1.0001805881617514,AUSLIEFERN,Ausgeliefert,Erledigt
6044,444187,ZXTP19020CFF,9X28FEIGN.7: 3(ringprobed),MT,SOT23F,CU,TA,39342.0,99.24,2018-08-31,0,,,pnp,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,36000.0,0.0,36000.0,2018-08-31 00:00:00,SÄGEN,39779.0,0.0,39779.0,2018-08-05 00:00:00,0.9050001256944619,1.0100159919198721,AUSLIEFERN,Ausgeliefert,Erledigt
6045,444186,ZXTN19100CFF,9X28HILTS.5: 8(unprobed),MT,SOT23F,CU,TA,105739.0,99.51,2018-08-22,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,105000.0,0.0,105000.0,2018-08-22 00:00:00,SÄGEN,106496.0,0.0,106496.0,2018-08-06 00:00:00,0.9859525240384616,1.0090429467898019,AUSLIEFERN,Ausgeliefert,Erledigt
6046,444185,ZXTN08400BFF,9X31GLAND.4: 13(unprobed),MT,SOT23F,CU,TA,142231.0,99.42,2018-08-15,0,,,npn,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,138000.0,0.0,138000.0,2018-08-15 00:00:00,SÄGEN,148993.0,4000.0,144993.0,2018-08-03 00:00:00,0.9517700854524012,0.9978813099723052,AUSLIEFERN,Ausgeliefert,Erledigt
6047,444184,ZXMS6004FF,9X06FOLLY.4: 11(probed),SVMOS,SOT23F,AU,TA,141756.0,98.02,2018-09-03,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,138000.0,0.0,138000.0,2018-09-03 00:00:00,SÄGEN,145578.0,0.0,145578.0,2018-08-09 00:00:00,0.9479454313151713,1.0118043844856661,AUSLIEFERN,Ausgeliefert,Erledigt
6048,444183,ZXMS6004FFQ,9X06FOLLY.4: 4(probed),SVMOS,SOT23F,AU,TA,48785.0,91.87,2018-08-31,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,48000.0,0.0,48000.0,2018-08-31 00:00:00,SÄGEN,53245.0,0.0,53245.0,2018-08-08 00:00:00,0.9014930979434689,1.013856032443393,AUSLIEFERN,Ausgeliefert,Erledigt
6049,444182,ZVN4206A,9X30BOWED.5: 5(unprobed),MOSFET-M,ELineX,AU,Schüttgut,66372.0,99.77,2018-10-08,0,,,n-Kanal,,TRÄGERSTREIFEN EP3,,AUSLIEFERN,64000.0,0.0,64000.0,2018-10-09 00:00:00,SÄGEN,66840.0,0.0,66840.0,2018-09-01 00:00:00,0.9575104727707959,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
6050,444181,ZTX853,9X29AWARD.4: 4(unprobed); 9X30ACTED.3: 3(probed); 9X30ACTED.5: 1(ringprobed),HT,ELineX,AU,Schüttgut,39099.0,96.14,2018-09-20,0,,,npn,FZT853D,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,36000.0,0.0,36000.0,2018-09-20 00:00:00,SÄGEN,41213.0,0.0,41213.0,2018-08-23 00:00:00,0.8735107854317813,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
6051,444180,ZTX689B,9W33ACTED.6: 2(unprobed),MT,ELineX,AU,STZ,25820.0,99.5,2018-10-29,0,,,npn,,TRÄGERSTREIFEN EP3,,AUSLIEFERN,26000.0,0.0,26000.0,2018-10-29 00:00:00,SÄGEN,26197.0,0.0,26197.0,2018-09-09 00:00:00,0.9924800549681261,1.0069713400464757,AUSLIEFERN,Ausgeliefert,Erledigt
6052,443803,ZXTN19060CG,9X29DELAY.3: 9(probed),HT,SOT223,PD,TA,103285.0,97.82,2018-08-15,524,True,False,,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.254MM,AUSLIEFERN,104000.0,0.0,104000.0,2018-08-15 00:00:00,SÄGEN,106916.0,0.0,106916.0,2018-07-26 00:00:00,0.97272625238505,1.0034638801246611,AUSLIEFERN,Ausgeliefert,Erledigt
6053,443802S,ZXMP6A17G,9X23JAILS.4: 14(probed); 9X23DIANA.7: 2(probed),UMOS,SOT223,AU,TA,95995.0,98.79,2018-08-23,0,,,pMOSe,ZXMP6A17D,TRÄGERBAND TB4404-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,96000.0,0.0,96000.0,2018-08-23 00:00:00,SÄGEN,97522.0,0.0,97522.0,2018-08-17 00:00:00,0.9843932651094112,1.0025481431972931,AUSLIEFERN,Ausgeliefert,Erledigt
6054,443801S,ZXMP6A13G,9X11CHITS.4: 2(probed); 9X16LUNCH.8: 1(probed),UMOS,SOT223,AU,TA,57139.0,98.25,2018-09-05,0,,,pMOSe,ZXMP6A13D,TRÄGERBAND TB4404-B,MICROBOND SOFT SOLDER WIRE 0.254MM,AUSLIEFERN,57000.0,0.0,57000.0,2018-09-05 00:00:00,SÄGEN,58776.0,0.0,58776.0,2018-08-16 00:00:00,0.9697835851367905,1.010512879607141,AUSLIEFERN,Ausgeliefert,Erledigt
6055,443800,ZXMP10A17G,9X27WIVES.7: 11(probed),UMOS,SOT223,AU,TA,82856.0,99.72,2018-09-05,0,,,,ZXMP10A17D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,83000.0,0.0,83000.0,2018-09-05 00:00:00,SÄGEN,83554.0,0.0,83554.0,2018-08-03 00:00:00,0.9933695574119731,1.001737955006276,AUSLIEFERN,Ausgeliefert,Erledigt
6056,443799S,ZXMN6A25G,9X24DUPED.4: 7(unprobed),UMOS,SOT223,CU,TA,32238.0,97.26,2018-08-14,0,,,nMOSe,ZXMN6A25G,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,33000.0,0.0,33000.0,2018-08-14 00:00:00,SÄGEN,33362.0,0.0,33362.0,2018-08-02 00:00:00,0.9891493315748456,1.0273652750537032,AUSLIEFERN,Ausgeliefert,Erledigt
6057,443798S,ZXMN6A09G,9X27BUXOM.5: 19(probed),UMOS,SOT223,CU,TA,63123.0,98.36,2018-08-16,0,,,nMOSe,ZXMN6A09D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,64000.0,0.0,64000.0,2018-08-16 00:00:00,SÄGEN,64476.0,0.0,64476.0,2018-08-06 00:00:00,0.9926174080277933,1.0263482848757959,AUSLIEFERN,Ausgeliefert,Erledigt
6058,443797,ZXMN10A08G,9W42RURAL.6: 1(probed); 9W27PAWED.3: 1(probed),UMOS,SOT223,CU,TA,15368.0,99.74,2018-08-15,0,,,,ZXMN10A08D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,15000.0,0.0,15000.0,2018-08-15 00:00:00,SÄGEN,15525.0,0.0,15525.0,2018-08-02 00:00:00,0.966183574879227,1.002740824921452,AUSLIEFERN,Ausgeliefert,Erledigt
6059,443796,ZXMN10A08G,9W37TABOO.4: 3(probed),UMOS,SOT223,CU,TA,19898.0,95.32,2018-08-15,0,,,,ZXMN10A08D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,20000.0,0.0,20000.0,2018-08-15 00:00:00,SÄGEN,22401.0,0.0,22401.0,2018-08-02 00:00:00,0.8928172849426365,1.005378776454029,AUSLIEFERN,Ausgeliefert,Erledigt
6060,443795,ZVP4525G,9X30CUPID.5: 14(unprobed),MOSFET-M,SOT223,CU,TA,171861.0,98.62,2018-08-14,0,,,pMOSe,ZVP4525GD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,172000.0,0.0,172000.0,2018-08-14 00:00:00,SÄGEN,174636.0,0.0,174636.0,2018-08-01 00:00:00,0.9849057468105087,1.004872462989145,AUSLIEFERN,Ausgeliefert,Erledigt
